C_CODI_CANDIDATO,CANDIDATO,NUMLISTA,TOTAL_VOTOS,departamento,partido
00001109,DANILO IZARRA CCORAHUA,3,980,JUNIN,PARTIDO DEMOCRATICO SOMOS PERU
00001110,CARMELA FABIOLA CORREA VELASQUEZ,4,468,JUNIN,PARTIDO DEMOCRATICO SOMOS PERU
00001111,  ,5,239,JUNIN,PARTIDO DEMOCRATICO SOMOS PERU
00001112,ERIKA MARICELA ESPINOZA EGOAVIL,6,155,JUNIN,PARTIDO DEMOCRATICO SOMOS PERU
00001101,WALDEMAR JOSE CERRON ROJAS,1,"15,334",JUNIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00001102,SILVANA EMPERATRIZ ROBLES ARAUJO,2,"6,400",JUNIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00001103,JOSE EDUARDO BENDEZU GUTARRA,3,"5,837",JUNIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00001104,SATURNINA MARGARITA SORIANO MALLAUPOMA,4,"1,533",JUNIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00001105,PAUL ALBERT LEON UNTIVEROS,5,"2,336",JUNIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00001106,JAKELYN FLORES PEÑA,6,"1,126",JUNIN,PARTIDO POLITICO NACIONAL PERU LIBRE
00001077,  ,1,338,JUNIN,DEMOCRACIA DIRECTA
00001078,FANNY ELIZABETH GRANZA GALINDO,2,276,JUNIN,DEMOCRACIA DIRECTA
00001079,  ,3,95,JUNIN,DEMOCRACIA DIRECTA
00001080,PAMELA GLADYS CANCHANYA AMBAR,4,106,JUNIN,DEMOCRACIA DIRECTA
00001081,  ,5,79,JUNIN,DEMOCRACIA DIRECTA
00001082,OBALDINA MARTHA RAMIREZ YACHI,6,47,JUNIN,DEMOCRACIA DIRECTA
00001089,JOSE MIGUEL ALVAREZ ROJAS,1,"3,486",JUNIN,ALIANZA PARA EL PROGRESO
00001090,CARMELA HAYDEE VELASQUEZ LEDESMA,2,"1,886",JUNIN,ALIANZA PARA EL PROGRESO
00001091,JESUS SATURNINO EGOAVIL SANCHEZ,3,916,JUNIN,ALIANZA PARA EL PROGRESO
00001092,KATTY LOZANO LOZANO,4,227,JUNIN,ALIANZA PARA EL PROGRESO
00001093,WILMER GUSTAVO CONCEPCION CARHUANCHO,5,409,JUNIN,ALIANZA PARA EL PROGRESO
00001094,CARMEN ROSA RENGIFO TRIGOSO,6,199,JUNIN,ALIANZA PARA EL PROGRESO
00001658,  ,1,204,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001659,ROSA MARIA BENITES GOICOCHEA,2,415,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001660,  ,3,197,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001661,SANDRA SILVIA GASTAÑUDI TORRES,4,285,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001662,SANTOS WILSON OTINIANO MORENO,5,137,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001663,GRETELL ESPERANZA REBAZA ARAUJO,6,85,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001664,GONZALO MELECIO SANCHEZ MALCA,7,52,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001665,DIANA PAOLA ROJAS RODRIGUEZ,8,8,LA LIBERTAD,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001666,VICTOR EDGARDO ACUÑA RODRIGUEZ,1,"2,738",LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001667,JENIFER MAYRA CASTAÑEDA CHAVEZ,2,"2,258",LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001668,JULIO CESAR MENDOZA SOLANO,3,801,LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001669,EUDELIA YAPANGO HUAMAN,4,578,LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001670,ESTANISLAO SILVERIO SANCHEZ SANCHEZ,5,723,LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001671,ELIZABETH MALENA SICCHA HERRERA,6,912,LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001672,FRANCISCO ROGER ARANDA SICCHA,7,564,LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001673,MIRIAN YOVANI ARENAS ÑIQUIN,8,321,LA LIBERTAD,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001706,CARLOS EDUARDO BECERRA SANCHEZ,1,457,LA LIBERTAD,PERU PATRIA SEGURA
00001707,KARIN CORALI ABANTO CHIONG,2,144,LA LIBERTAD,PERU PATRIA SEGURA
00001708,EDDIE CALEB LINARES ORTEGA,3,260,LA LIBERTAD,PERU PATRIA SEGURA
00001709,LUZ ANGELICA CAJAMUNI REYES,4,66,LA LIBERTAD,PERU PATRIA SEGURA
00001710,DANIEL VENTURA GARCIA,5,108,LA LIBERTAD,PERU PATRIA SEGURA
00001711,  ,6,17,LA LIBERTAD,PERU PATRIA SEGURA
00001712,ABELARDO ABAD GIRON,7,15,LA LIBERTAD,PERU PATRIA SEGURA
00001713,MIRIAN MARILYN VIGO ALCANTARA,8,9,LA LIBERTAD,PERU PATRIA SEGURA
00001682,TERESA JUANA ARMAS CASTILLO,1,229,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001683,  ,2,106,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001684,ELKA ESTHER ACOSTA ENRIQUEZ,3,290,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001685,GUSTAVO RAUL FERNANDEZ ESSENWANGER,4,71,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001686,  ,5,43,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001687,SANTOS MIGDONIO LOPEZ SILVA,6,12,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001688,GRACIELA OSORIO SANTISTEBAN,7,22,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001689,SANTOS GUMERCINDO BARRETO LUIS,8,32,LA LIBERTAD,PARTIDO NACIONALISTA PERUANO
00001722,JUAN CESAR JARA SANCHEZ,1,"3,870",LA LIBERTAD,PARTIDO MORADO
00001723,MILUSKA JANETT CARDENAS JULCA,2,"1,832",LA LIBERTAD,PARTIDO MORADO
00001724,JUAN CARLOS VALVERDE GELDRES,3,"1,424",LA LIBERTAD,PARTIDO MORADO
00001725,SHEILA MARILYN PEÑA BOCANEGRA,4,"1,394",LA LIBERTAD,PARTIDO MORADO
00001726,JOHAN ALEXANDER MONTOYA VASQUEZ,5,"1,068",LA LIBERTAD,PARTIDO MORADO
00001727,LITA NIVELINA BOCANEGRA HORNA,6,750,LA LIBERTAD,PARTIDO MORADO
00001728,  ,7,160,LA LIBERTAD,PARTIDO MORADO
00001729,RAISA BRIGITTE ZAVALETA ALAYO,8,339,LA LIBERTAD,PARTIDO MORADO
00001778,GEANMARCO ANTONIO QUEZADA CASTRO,1,"2,929",LA LIBERTAD,VICTORIA NACIONAL
00001779,MILAGROS JENNIFER CATALAN CORMAN,2,"3,890",LA LIBERTAD,VICTORIA NACIONAL
00001780,ANGEL PAUL RODRIGUEZ ARMAS,3,"1,891",LA LIBERTAD,VICTORIA NACIONAL
00001781,VICTORIA JUDITH YUPANQUI MIÑANO,4,"1,561",LA LIBERTAD,VICTORIA NACIONAL
00001782,DAVID ISRAEL DELGADO CASTILLA,5,319,LA LIBERTAD,VICTORIA NACIONAL
00001783,GLADYS ELIZABETH ODAR DIAZ,6,148,LA LIBERTAD,VICTORIA NACIONAL
00001784,RICHARD RUBEN SEGOVIA GOICOCHEA,7,272,LA LIBERTAD,VICTORIA NACIONAL
00001785,ELYN AMELIA RODRIGUEZ VARGAS,8,401,LA LIBERTAD,VICTORIA NACIONAL
00001698,CARLOS ENRIQUE ALVA ROJAS,1,"4,840",LA LIBERTAD,ACCION POPULAR
00001699,ELOISA ARMAS AGUILAR,2,"3,293",LA LIBERTAD,ACCION POPULAR
00001700,CESAR GILMER MENDOZA MENDOZA,3,"3,572",LA LIBERTAD,ACCION POPULAR
00001701,ZULY MARGOTH VERA AVALOS,4,877,LA LIBERTAD,ACCION POPULAR
00001702,JUAN JESÚS SALVADOR DE LA CRUZ BRIONES,5,"1,843",LA LIBERTAD,ACCION POPULAR
00001703,ELIZABETH ABANTO MARIÑOS,6,746,LA LIBERTAD,ACCION POPULAR
00001704,GERMAN CALDERON MORALES,7,"1,688",LA LIBERTAD,ACCION POPULAR
00001705,NORMA JUDITH TORRES LOZANO,8,647,LA LIBERTAD,ACCION POPULAR
00001650,JUAN BARTOLOME BURGOS OLIVEROS,1,"5,993",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001651,YUVIKZA YUREIA MORALES DIAZ,2,"4,202",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001652,ABEL BERNARDO ALVA PEREZ,3,"2,758",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001653,KARLA JANINA CELI AREVALO,4,"2,050",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001654,ALEX JOEL CASTILLO BAZAN,5,"1,724",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001655,NANCY LIZARRAGA AGUIRRE,6,"1,962",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001656,HERNAN SAAVEDRA CASTAÑEDA,7,"3,598",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001657,DINA DE LA SOLEDAD YEPEZ CERNA,8,"1,219",LA LIBERTAD,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001730,JUAN FERNANDO HUERE AGUILAR,1,"6,038",LA LIBERTAD,PODEMOS PERU
00001731,VERONICA REBECA ESCOBAL ORDOÑEZ,2,"5,469",LA LIBERTAD,PODEMOS PERU
00001732,JOSE EDGAR HUAMANCHUMO BANCES,3,978,LA LIBERTAD,PODEMOS PERU
00001733,JHOANA MARITZA VILCAHUAMAN TAMARIZ,4,411,LA LIBERTAD,PODEMOS PERU
00001734,JORGE ANTONIO RAMOS SUSUKI,5,"1,485",LA LIBERTAD,PODEMOS PERU
00001735,YESSICA PIELAGO ACERO,6,211,LA LIBERTAD,PODEMOS PERU
00001736,JORGE ARTURO ORTECHO BARCO,7,562,LA LIBERTAD,PODEMOS PERU
00001737,JUANA YNES CHAVEZ JULCA DE ROSALES,8,82,LA LIBERTAD,PODEMOS PERU
00001762,ELIANA CATHERINE PEREZ BARRENECHEA,1,"4,341",LA LIBERTAD,JUNTOS POR EL PERU
00001763,DANTE TALLEDO CHUMPITAZI,2,"2,687",LA LIBERTAD,JUNTOS POR EL PERU
00001764,MARGARITA ELENA RODRIGUEZ ALFARO,3,"1,455",LA LIBERTAD,JUNTOS POR EL PERU
00001765,CARLOS FELIPE MANNUCCI GALLO,4,823,LA LIBERTAD,JUNTOS POR EL PERU
00001766,YOLANDA GUADALUPE QUISPE SAAVEDRA,5,900,LA LIBERTAD,JUNTOS POR EL PERU
00001767,JOSE PORFIRIO ROJAS ESPINOZA,6,"1,364",LA LIBERTAD,JUNTOS POR EL PERU
00001768,  ,7,191,LA LIBERTAD,JUNTOS POR EL PERU
00001769,MANUEL EUGENIO TORBISCO JUAREZ,8,71,LA LIBERTAD,JUNTOS POR EL PERU
00001754,ADOLFO VALDELOMAR AHUMADA LEDESMA,1,614,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001755,KATRIN MYLUSKA VILCHEZ SAMPE,2,456,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001756,JOSE ANTONIO ALARCON CARDENAS,3,204,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001757,ILDEGARD STEFANY BLAS BURNEO,4,105,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001758,  ,5,81,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001759,KARIM SANDY BENITES CASTILLO,6,43,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001760,EDINSON ALEXANDER FLORES GONZALES,7,155,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001761,MONICA PAOLA MENDOZA LEON,8,22,LA LIBERTAD,PARTIDO POPULAR CRISTIANO - PPC
00001746,VICTOR SEFERINO FLORES RUIZ,1,"6,429",LA LIBERTAD,FUERZA POPULAR
00001747,MARIA DEL CARMEN OLORTEGUI RISCO,2,"3,625",LA LIBERTAD,FUERZA POPULAR
00001748,MARLON KENNY ALARCON AZPILCUETA,3,"1,986",LA LIBERTAD,FUERZA POPULAR
00001749,MARY LUZ VILCA FLORES,4,"1,760",LA LIBERTAD,FUERZA POPULAR
00001750,DAN WILLIAN CARRERA SANTOS,5,"1,756",LA LIBERTAD,FUERZA POPULAR
00001751,EVELYN MARISOL SICCHA RODRIGUEZ,6,688,LA LIBERTAD,FUERZA POPULAR
00001752,RENZO JESUS VILLAGRA HERRERA,7,530,LA LIBERTAD,FUERZA POPULAR
00001753,ELSA HERLINDA SALAZAR LEIVA,8,336,LA LIBERTAD,FUERZA POPULAR
00001714,FRANCISCO ALBERTO ESCUDERO CASQUINO,1,542,LA LIBERTAD,UNION POR EL PERU
00001715,KENNI XAXELLIN BELTRAN PELAEZ,2,372,LA LIBERTAD,UNION POR EL PERU
00001716,GABRIEL PAREDES GARCIA,3,172,LA LIBERTAD,UNION POR EL PERU
00001717,MARISELA DIAZ FLORES,4,104,LA LIBERTAD,UNION POR EL PERU
00001718,CESAR ORLANDO VILCA LANDAURO,5,158,LA LIBERTAD,UNION POR EL PERU
00001719,MARYCARMEN GIL LINARES,6,122,LA LIBERTAD,UNION POR EL PERU
00001720,  ,7,73,LA LIBERTAD,UNION POR EL PERU
00001721,ANGELICA MARIA CHAVEZ VARGAS,8,46,LA LIBERTAD,UNION POR EL PERU
00001738,DIEGO ALONSO FERNANDO BAZAN CALDERON,1,"13,948",LA LIBERTAD,RENOVACION POPULAR
00001739,MIRIAM RUTH GAYOSO PAREDES,2,"5,332",LA LIBERTAD,RENOVACION POPULAR
00001740,JOSE LUIS MORENO AGUILAR,3,"2,616",LA LIBERTAD,RENOVACION POPULAR
00001741,LUISA CAROLINA LAZO IBAÑEZ,4,"1,937",LA LIBERTAD,RENOVACION POPULAR
00001742,JORGE EDUARDO DEL CASTILLO PRETELL,5,"2,252",LA LIBERTAD,RENOVACION POPULAR
00001743,YVETTE PAMELA CAYETANO MINCHOLA,6,"1,534",LA LIBERTAD,RENOVACION POPULAR
00001744,MANUEL EDUARDO TENCHY UGAZ NEMOTTO,7,"5,049",LA LIBERTAD,RENOVACION POPULAR
00001745,TALIA CAMILA GOICOCHEA MANTILLA,8,226,LA LIBERTAD,RENOVACION POPULAR
00001642,LUIS ENRIQUE BALLON SORIA,1,233,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001643,PAULA ROSA VARGAS LOZADA,2,176,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001644,  ,3,55,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001645,JULY NATHALI GILBONIO ARANDA,4,22,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001646,RONALD JESUS VASQUEZ VILLANUEVA,5,90,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001647,NERY ARANDA FERNANDEZ,6,10,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001648,FRANCISCO NICANOR PANDO VARGAS,7,27,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001649,PILAR URBANO PEÑA,8,11,LA LIBERTAD,RENACIMIENTO UNIDO NACIONAL
00001674,PEDRO PABLO ANGULO DE PINA,1,"6,259",LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00001675,JOHANNA GABRIELA LOZADA BALDWIN,2,"2,905",LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00001676,  ,3,497,LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00001677,CAROLINA MANNUCCI ARAMBULO,4,851,LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00001678,EDUARDO ALFONSO REYES DELGADO,5,552,LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00001679,MARIA EUGENIA DEL CARMEN CERNA GARCIA DE ORSOS,6,879,LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00001680,CESAR JONATHAN ESCALANTE CHAVEZ,7,493,LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00001681,KARLA LLOLIVET SANCHEZ GIL,8,66,LA LIBERTAD,PARTIDO DEMOCRATICO SOMOS PERU
00003319,LUIS ROBERTO KAMICHE MORANTE,1,"3,274",LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00003320,MIRTHA ROSARIO GUILLEN MIRANDA,2,"2,153",LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00003321,MARIO ENRIQUE GUANILO AMAYA,3,"2,645",LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00003322,ISABEL LEONOR CRUZADO MATOS,4,641,LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00003323,CLEYMAN JHANS VIERA MEZA,5,"2,188",LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00003324,ESTELA JUBITZA ALAYO RIVERA,6,302,LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00003325,ASENCIO MATO SANCHEZ,7,560,LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00003326,ELIZABETH SOLEDAD GUERRA CALDERON,8,148,LA LIBERTAD,PARTIDO POLITICO NACIONAL PERU LIBRE
00001690,RUDY EDINSON GONZALEZ LUJAN,1,427,LA LIBERTAD,DEMOCRACIA DIRECTA
00001691,GINA MARIA DEL ROCIO CALVO BARRANTES,2,221,LA LIBERTAD,DEMOCRACIA DIRECTA
00001692,ELMER FERNANDO MAYTA ESPINOZA,3,95,LA LIBERTAD,DEMOCRACIA DIRECTA
00001693,CARMEN TUESTA HERRERA,4,86,LA LIBERTAD,DEMOCRACIA DIRECTA
00001694,ROGER EDUARDO BAUTISTA ANAMPA,5,216,LA LIBERTAD,DEMOCRACIA DIRECTA
00001695,MARIANA JULISSA VARGAS LINARES,6,36,LA LIBERTAD,DEMOCRACIA DIRECTA
00001696,ROBERTO ALVARADO RUBIÑOS,7,153,LA LIBERTAD,DEMOCRACIA DIRECTA
00001697,ROSA MARIA CORDOVA VALLES,8,10,LA LIBERTAD,DEMOCRACIA DIRECTA
00001770,SEGUNDO HECTOR ACUÑA PERALTA,1,"10,423",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001771,MAGALY ROSMERY RUIZ RODRIGUEZ,2,"7,316",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001772,JUAN JOSE MARTIN FORT CABRERA,3,"5,878",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001773,FLOR MARLENE LUNA VICTORIA MORI,4,"2,624",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001774,EDUARDO JOSE AZABACHE ALVARADO,5,"7,791",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001775,MARIA DEL ROSARIO CORTIJO IZQUIERDO,6,"1,755",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001776,CARLOS ALBERTO LOYOLA MARQUEZ,7,"5,562",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001777,JOANA DEL ROSARIO CABRERA PIMENTEL,8,"1,299",LA LIBERTAD,ALIANZA PARA EL PROGRESO
00001810,MARIA TERESA CHUMIOQUE CASTAÑEDA DE REQUEJO,1,"2,284",LAMBAYEQUE,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001811,MARCO FELIX FERNANDEZ NECIOSUP,2,"1,332",LAMBAYEQUE,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001812,SONY JANET CUBAS HURTADO,3,586,LAMBAYEQUE,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001813,ANGEL NARCIZO CARLOS CESPEDES,4,604,LAMBAYEQUE,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001814,TERESA VASQUEZ DE PUELLES,5,236,LAMBAYEQUE,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001815,FLAVIO MANAY GUEVARA,6,490,LAMBAYEQUE,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00001353,MARTIN AMADO RIVAS TEIXEIRA,1,292,LAMBAYEQUE,PARTIDO NACIONALISTA PERUANO
00001354,JOVANY SANCHEZ ROMERO,2,253,LAMBAYEQUE,PARTIDO NACIONALISTA PERUANO
00001355,FLORO HEREDIA CHIROQUE,3,285,LAMBAYEQUE,PARTIDO NACIONALISTA PERUANO
00001356,OLGA LUZ MACALOPU INGA,4,39,LAMBAYEQUE,PARTIDO NACIONALISTA PERUANO
00001357,RODOLFO VALENTINO VALLEJOS BAUTISTA,5,181,LAMBAYEQUE,PARTIDO NACIONALISTA PERUANO
00001358,  ,6,16,LAMBAYEQUE,PARTIDO NACIONALISTA PERUANO
,,1,0,LAMBAYEQUE,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,2,0,LAMBAYEQUE,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,3,0,LAMBAYEQUE,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,4,0,LAMBAYEQUE,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,5,0,LAMBAYEQUE,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
,,6,0,LAMBAYEQUE,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00001341,MERLY JANET BERRIOS SANCHEZ,1,"2,399",LAMBAYEQUE,PARTIDO MORADO
00001342,LUIS LARCERY MORA BERNILLA,2,"1,611",LAMBAYEQUE,PARTIDO MORADO
00001343,SHEYLA ROSMERY BRIONES ORDINOLA,3,"1,612",LAMBAYEQUE,PARTIDO MORADO
00001344,LUIS ENRIQUE LOZANO ZELADA,4,476,LAMBAYEQUE,PARTIDO MORADO
00001345,NADIA NATHALI BRAVO HIDALGO,5,434,LAMBAYEQUE,PARTIDO MORADO
00001346,SALVADOR MAXIMINO ZEÑA PORRAS,6,568,LAMBAYEQUE,PARTIDO MORADO
00001359,  ,1,147,LAMBAYEQUE,PERU PATRIA SEGURA
00001360,  ,2,113,LAMBAYEQUE,PERU PATRIA SEGURA
00001361,GUILLERMO EDGARDO MORENO CORREA,3,299,LAMBAYEQUE,PERU PATRIA SEGURA
00001362,KIMBERLY BRIGITTE QUISPE SANCHEZ,4,123,LAMBAYEQUE,PERU PATRIA SEGURA
00001363,JOAB CHRISTIAN TINEO BURGA,5,444,LAMBAYEQUE,PERU PATRIA SEGURA
00001364,ROCIO DEL PILAR SOSA SANCHEZ DE ROJAS,6,440,LAMBAYEQUE,PERU PATRIA SEGURA
00001792,FRANKLIN SANTIAGO CHÁVEZ TORRES,1,"2,514",LAMBAYEQUE,VICTORIA NACIONAL
00001793,KEYSSI MAYSUTH AMANQUI GARCIA,2,"1,606",LAMBAYEQUE,VICTORIA NACIONAL
00001794,ANDRES TARAMONA LEON,3,308,LAMBAYEQUE,VICTORIA NACIONAL
00001795,LILIA ISABEL DE LA CRUZ FLORES,4,221,LAMBAYEQUE,VICTORIA NACIONAL
00001796,  ,5,158,LAMBAYEQUE,VICTORIA NACIONAL
00001797,  ,6,62,LAMBAYEQUE,VICTORIA NACIONAL
00001804,EDGARD ARMANDO CAYOTOPA MARTINEZ,1,"4,627",LAMBAYEQUE,ACCION POPULAR
00001805,HILDA MARLENY PORTERO LOPEZ,2,"5,324",LAMBAYEQUE,ACCION POPULAR
00001806,JOSE MANUEL LARRAIN CISNEROS,3,"2,077",LAMBAYEQUE,ACCION POPULAR
00001807,BLANCA GENOVEVA PAREDES GUEVARA,4,"3,034",LAMBAYEQUE,ACCION POPULAR
00001808,JUAN CARLOS GRANADOS BARRETO,5,"2,204",LAMBAYEQUE,ACCION POPULAR
00001809,MIRIAM LILIA LOPEZ MESONES,6,507,LAMBAYEQUE,ACCION POPULAR
00001786,BONIFACIO ARROYO SANCHEZ,1,"3,298",LAMBAYEQUE,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001787,CELINDA INES ORTIZ PRIETO,2,"3,150",LAMBAYEQUE,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001788,JOSE HENRRY FLORES DIAZ,3,"2,297",LAMBAYEQUE,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001789,CARMEN GIOVANNA CONSTANTINI GUEVARA,4,"1,838",LAMBAYEQUE,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001790,OSCAR PAZ SOLANO,5,880,LAMBAYEQUE,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001791,MARIA BEATRIZ FRANCIOSI WILLIS,6,407,LAMBAYEQUE,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00001828,WALTER BERNARDO JR. TORRES VERA,1,"4,830",LAMBAYEQUE,PODEMOS PERU
00001318,ANGELA MARIA ZAVALETA GONZALES,2,"3,280",LAMBAYEQUE,PODEMOS PERU
00001319,LUIS MIGUEL PEÑA DELGADO,3,"2,594",LAMBAYEQUE,PODEMOS PERU
00001320,LUZ ELIZABETH MONTENEGRO DAVILA,4,530,LAMBAYEQUE,PODEMOS PERU
00001321,SEGUNDO MOISES ALARCON SOPLAPUCO,5,"1,238",LAMBAYEQUE,PODEMOS PERU
00001322,NELLY YSABEL VENTURA YSLA,6,175,LAMBAYEQUE,PODEMOS PERU
00001822,JANET ISABEL CUBAS CARRANZA,1,"10,018",LAMBAYEQUE,JUNTOS POR EL PERU
00001823,ERNESTO ALONZO ZUNINI YERREN,2,"5,628",LAMBAYEQUE,JUNTOS POR EL PERU
00001824,NATALIA IVETT ARBILDO PEREZ,3,"3,758",LAMBAYEQUE,JUNTOS POR EL PERU
00001825,ALMANZOR TORO LEON,4,"1,291",LAMBAYEQUE,JUNTOS POR EL PERU
00001826,LILIANA PATRICIA ARROYO CABREJOS,5,"1,640",LAMBAYEQUE,JUNTOS POR EL PERU
00001827,GILBERTO GONZALES BERNAL,6,"3,836",LAMBAYEQUE,JUNTOS POR EL PERU
00001323,NORBIL JOSE VEGA OROZCO,1,937,LAMBAYEQUE,PARTIDO POPULAR CRISTIANO - PPC
00001324,MIREYA CABRERA DE GIL,2,416,LAMBAYEQUE,PARTIDO POPULAR CRISTIANO - PPC
00001325,NILTON PERCY MORALES VILELA,3,357,LAMBAYEQUE,PARTIDO POPULAR CRISTIANO - PPC
00001326,MARIA CECILIA YNFANTE SAAVEDRA,4,645,LAMBAYEQUE,PARTIDO POPULAR CRISTIANO - PPC
00001327,MANUEL JULIO DAMIAN SUCLUPE,5,545,LAMBAYEQUE,PARTIDO POPULAR CRISTIANO - PPC
