total_votos,validos,conteo,hora,candidato,partido,departamento,provincia,distrito,ubigeo_reniec,ubigeo_inei,region,departamento_id,provincia_id,distrito_id,nombre,nro,total
11278,11.741,99.822,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Cajamarca,Cajamarca,060101,060101,cajamarca,cajamarca,cajamarca,cajamarca,NA,NA,NA
10908,19.728,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Breña,140104,150105,lima,lima,lima,breña,NA,NA,NA
10901,15.286,99.728,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Huancayo,Huancayo,110101,120101,junin,junin,huancayo,huancayo,NA,NA,NA
10866,12.485,99.598,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Lurigancho,140112,150118,lima,lima,lima,lurigancho,NA,NA,NA
10748,21.056,100,20:22 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Alto Selva Alegre,040128,040102,arequipa,arequipa,arequipa,alto selva alegre,NA,NA,NA
10424,10.312,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Santa,Chimbote,021301,021801,ancash,ancash,santa,chimbote,NA,NA,NA
10284,15.77,100,16:44 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Tacna,Tacna,220101,230101,tacna,tacna,tacna,tacna,NA,NA,NA
10167,25.051,100,19:25 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Magdalena Del Mar,140114,150120,lima,lima,lima,magdalena del mar,NA,NA,NA
9521,22.966,99.624,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Lince,140111,150116,lima,lima,lima,lince,NA,NA,NA
9347,21.184,99.593,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Callao,Callao,Bellavista,240102,070102,callao,callao,callao,bellavista,NA,NA,NA
8894,12.886,97.333,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Sullana,Sullana,190601,200601,piura,piura,sullana,sullana,NA,NA,NA
8402,6.187,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,San Roman,Juliaca,200901,211101,puno,puno,san roman,juliaca,NA,NA,NA
8107,39.81,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Yanahuara,040123,040126,arequipa,arequipa,arequipa,yanahuara,NA,NA,NA
8025,11.492,99.036,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Loreto,Maynas,Iquitos,150101,160101,loreto,loreto,maynas,iquitos,NA,NA,NA
7869,12.516,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Cusco,Cusco,070101,080101,cusco,cusco,cusco,cusco,NA,NA,NA
7705,19.329,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Socabaya,040119,040122,arequipa,arequipa,arequipa,socabaya,NA,NA,NA
7669,11.776,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Santa,Nuevo Chimbote,021309,021809,ancash,ancash,santa,nuevo chimbote,NA,NA,NA
7631,20.791,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Miraflores,040107,040110,arequipa,arequipa,arequipa,miraflores,NA,NA,NA
7515,12.362,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Piura,Castilla,190103,200104,piura,piura,piura,castilla,NA,NA,NA
7368,19.803,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Mariano Melgar,040126,040109,arequipa,arequipa,arequipa,mariano melgar,NA,NA,NA
7122,8.874,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Chiclayo,Jose Leonardo Ortiz,130112,140105,lambayeque,lambayeque,chiclayo,jose leonardo ortiz,NA,NA,NA
7105,20.091,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,San Luis,140138,150134,lima,lima,lima,san luis,NA,NA,NA
7084,17.06,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Cusco,Wanchaq,070108,080108,cusco,cusco,cusco,wanchaq,NA,NA,NA
7071,20.066,100,19:57 h - 12/04/2021,Hernando de Soto,Avanza País,Callao,Callao,La Perla,240105,070104,callao,callao,callao,la perla,NA,NA,NA
7067,20.458,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,Victor Larco Herrera,120107,130111,la-libertad,la-libertad,trujillo,victor larco herrera,NA,NA,NA
6630,23.79,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Barranco,140125,150104,lima,lima,lima,barranco,NA,NA,NA
6522,11.607,70.796,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,La Esperanza,120111,130105,la-libertad,la-libertad,trujillo,la esperanza,NA,NA,NA
6469,11.711,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Piura,Veintiseis De Octubre,190115,200115,piura,piura,piura,veintiseis de octubre,NA,NA,NA
6292,8.855,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,El Porvenir,120110,130102,la-libertad,la-libertad,trujillo,el porvenir,NA,NA,NA
5383,8.844,90.443,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ucayali,Coronel Portillo,Calleria,250101,250101,ucayali,ucayali,coronel portillo,calleria,NA,NA,NA
5369,17.542,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Jacobo Hunter,040127,040107,arequipa,arequipa,arequipa,jacobo hunter,NA,NA,NA
5365,10.866,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huaral,Huaral,140801,150601,lima-provincias,lima-provincias,huaral,huaral,NA,NA,NA
5269,13.265,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Lurin,140113,150119,lima,lima,lima,lurin,NA,NA,NA
5221,11.07,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Pachacamac,140116,150123,lima,lima,lima,pachacamac,NA,NA,NA
4983,9.744,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Tacna,Coronel Gregorio Albarracin Lanchipa,220113,230110,tacna,tacna,tacna,coronel gregorio albarracin lanchipa,NA,NA,NA
4980,10.308,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Cusco,San Sebastian,070105,080105,cusco,cusco,cusco,san sebastian,NA,NA,NA
4857,10.231,99.598,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Huancayo,Chilca,110108,120107,junin,junin,huancayo,chilca,NA,NA,NA
4758,17.493,98.621,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Chaclacayo,140107,150107,lima,lima,lima,chaclacayo,NA,NA,NA
4741,27.037,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Sachaca,040114,040117,arequipa,arequipa,arequipa,sachaca,NA,NA,NA
4580,15.037,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huaura,Huacho,140501,150801,lima-provincias,lima-provincias,huaura,huacho,NA,NA,NA
4580,12.129,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,San Martin,Tarapoto,210601,220901,san-martin,san-martin,san martin,tarapoto,NA,NA,NA
4539,15.993,99.329,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Callao,Callao,Carmen De La Legua-Reynoso,240104,070103,callao,callao,callao,carmen de la legua-reynoso,NA,NA,NA
4535,11.354,98.291,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Huanuco,Huanuco,090101,100101,huanuco,huanuco,huanuco,huanuco,NA,NA,NA
4478,12.041,100,19:57 h - 12/04/2021,Hernando de Soto,Avanza País,Moquegua,Ilo,Ilo,170301,180301,moquegua,moquegua,ilo,ilo,NA,NA,NA
4458,8.94,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Cusco,Santiago,070106,080106,cusco,cusco,cusco,santiago,NA,NA,NA
4290,10.012,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Chiclayo,La Victoria,130115,140106,lambayeque,lambayeque,chiclayo,la victoria,NA,NA,NA
3927,5.024,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Puno,Puno,200101,210101,puno,puno,puno,puno,NA,NA,NA
3711,10.321,100,19:57 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Chincha,Chincha Alta,100201,110201,ica,ica,chincha,chincha alta,NA,NA,NA
3691,8.586,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Tumbes,Tumbes,Tumbes,230101,240101,tumbes,tumbes,tumbes,tumbes,NA,NA,NA
3512,10.285,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Moquegua,Mariscal Nieto,Moquegua,170101,180101,moquegua,moquegua,mariscal nieto,moquegua,NA,NA,NA
3460,9.863,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Paita,Paita,190501,200501,piura,piura,paita,paita,NA,NA,NA
3449,11.06,100,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Pisco,Pisco,100401,110501,ica,ica,pisco,pisco,NA,NA,NA
3361,6.923,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Ayacucho,Huamanga,Ayacucho,050101,050101,ayacucho,ayacucho,huamanga,ayacucho,NA,NA,NA
3256,8.977,98.598,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Huanuco,Amarilis,090110,100102,huanuco,huanuco,huanuco,amarilis,NA,NA,NA
3137,10.129,100,19:57 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Barranca,Barranca,140901,150201,lima-provincias,lima-provincias,barranca,barranca,NA,NA,NA
3092,7.351,99.184,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Madre De Dios,Tambopata,Tambopata,160101,170101,madre-de-dios,madre-de-dios,tambopata,tambopata,NA,NA,NA
3071,10.121,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Huaraz,Huaraz,020101,020101,ancash,ancash,huaraz,huaraz,NA,NA,NA
3021,11.763,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huaral,Chancay,140805,150605,lima-provincias,lima-provincias,huaral,chancay,NA,NA,NA
2854,12.316,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Ancon,140102,150102,lima,lima,lima,ancon,NA,NA,NA
2782,8.811,96.414,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Talara,Pariñas,190701,200701,piura,piura,talara,pariñas,NA,NA,NA
2771,9.393,98.795,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,Florencia De Mora,120112,130103,la-libertad,la-libertad,trujillo,florencia de mora,NA,NA,NA
2771,10.504,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,Huanchaco,120102,130104,la-libertad,la-libertad,trujillo,huanchaco,NA,NA,NA
2760,8.5,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Huaraz,Independencia,020102,020105,ancash,ancash,huaraz,independencia,NA,NA,NA
2736,10.784,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Cañete,San Vicente De Cañete,140401,150501,lima-provincias,lima-provincias,cañete,san vicente de cañete,NA,NA,NA
2735,8.285,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Lambayeque,Lambayeque,130301,140301,lambayeque,lambayeque,lambayeque,lambayeque,NA,NA,NA
2598,6.836,91.544,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Loreto,Maynas,San Juan Bautista,150113,160113,loreto,loreto,maynas,san juan bautista,NA,NA,NA
2425,5.379,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Jaen,Jaen,060801,060801,cajamarca,cajamarca,jaen,jaen,NA,NA,NA
2379,12.296,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,Moche,120104,130107,la-libertad,la-libertad,trujillo,moche,NA,NA,NA
2367,9.874,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Cusco,San Jeronimo,070104,080104,cusco,cusco,cusco,san jeronimo,NA,NA,NA
2364,8.466,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Piura,Catacaos,190104,200105,piura,piura,piura,catacaos,NA,NA,NA
2355,7.916,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Apurimac,Abancay,Abancay,030101,030101,apurimac,apurimac,abancay,abancay,NA,NA,NA
2317,8.139,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Moyobamba,Moyobamba,210101,220101,san-martin,san-martin,moyobamba,moyobamba,NA,NA,NA
2265,9.538,100,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Ica,Parcona,100104,110106,ica,ica,ica,parcona,NA,NA,NA
2212,7.132,99.528,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Loreto,Maynas,Punchana,150111,160108,loreto,loreto,maynas,punchana,NA,NA,NA
2195,11.546,100,16:44 h - 12/04/2021,Hernando de Soto,Avanza País,Callao,Callao,Mi Peru,240107,070107,callao,callao,callao,mi peru,NA,NA,NA
2174,8.835,100,20:22 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Leoncio Prado,Rupa-Rupa,090601,100601,huanuco,huanuco,leoncio prado,rupa-rupa,NA,NA,NA
2145,6.819,80.392,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ucayali,Coronel Portillo,Yarinacocha,250102,250105,ucayali,ucayali,coronel portillo,yarinacocha,NA,NA,NA
2052,14.979,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Islay,Mollendo,040701,040701,arequipa,arequipa,islay,mollendo,NA,NA,NA
1969,8.508,92.537,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Chincha,Pueblo Nuevo,100210,110207,ica,ica,chincha,pueblo nuevo,NA,NA,NA
1876,6.071,98.696,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Morropon,Chulucanas,190401,200401,piura,piura,morropon,chulucanas,NA,NA,NA
1830,16.35,100,04:14 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Tiabaya,040120,040123,arequipa,arequipa,arequipa,tiabaya,NA,NA,NA
1820,14.005,100,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Nasca,Nasca,100301,110301,ica,ica,nasca,nasca,NA,NA,NA
1812,28.821,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Rioja,Elias Soplin Vargas,210506,220803,san-martin,san-martin,rioja,elias soplin vargas,NA,NA,NA
1759,10.072,99.065,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Sullana,Bellavista,190602,200602,piura,piura,sullana,bellavista,NA,NA,NA
1739,8.689,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Tacna,Alto De La Alianza,220111,230102,tacna,tacna,tacna,alto de la alianza,NA,NA,NA
1713,10.323,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huaura,Santa Maria,140512,150810,lima-provincias,lima-provincias,huaura,santa maria,NA,NA,NA
1709,11.331,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Cañete,Mala,140408,150509,lima-provincias,lima-provincias,cañete,mala,NA,NA,NA
1653,8.14,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Cañete,Imperial,140406,150507,lima-provincias,lima-provincias,cañete,imperial,NA,NA,NA
1647,5.517,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Canchis,Sicuani,070601,080601,cusco,cusco,canchis,sicuani,NA,NA,NA
1608,9.211,100,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Ica,La Tinguiña,100102,110102,ica,ica,ica,la tinguiña,NA,NA,NA
1595,16.487,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Uchumayo,040121,040124,arequipa,arequipa,arequipa,uchumayo,NA,NA,NA
1581,12.149,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huaura,Hualmay,140506,150805,lima-provincias,lima-provincias,huaura,hualmay,NA,NA,NA
1574,12.024,100,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Ascope,Casa Grande,120808,130208,la-libertad,la-libertad,ascope,casa grande,NA,NA,NA
1568,6.348,98.788,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Loreto,Maynas,Belen,150112,160112,loreto,loreto,maynas,belen,NA,NA,NA
1523,10.761,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Chiclayo,Pimentel,130110,140112,lambayeque,lambayeque,chiclayo,pimentel,NA,NA,NA
1518,8.634,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,Laredo,120103,130106,la-libertad,la-libertad,trujillo,laredo,NA,NA,NA
1437,18.041,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Camana,Camana,040301,040201,arequipa,arequipa,camana,camana,NA,NA,NA
1428,7.438,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huarochiri,San Antonio,140615,150716,lima-provincias,lima-provincias,huarochiri,san antonio,NA,NA,NA
1420,8.601,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Ferreñafe,Ferreñafe,130201,140201,lambayeque,lambayeque,ferreñafe,ferreñafe,NA,NA,NA
1411,6.789,100,20:22 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Tacna,Ciudad Nueva,220112,230104,tacna,tacna,tacna,ciudad nueva,NA,NA,NA
1402,8.401,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huaura,Huaura,140507,150806,lima-provincias,lima-provincias,huaura,huaura,NA,NA,NA
1362,8.047,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,San Martin,La Banda De Shilcayo,210621,220909,san-martin,san-martin,san martin,la banda de shilcayo,NA,NA,NA
1324,5.608,99.367,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Sanchez Carrion,Huamachuco,120301,130901,la-libertad,la-libertad,sanchez carrion,huamachuco,NA,NA,NA
1296,7.779,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Chiclayo,Monsefu,130106,140108,lambayeque,lambayeque,chiclayo,monsefu,NA,NA,NA
1289,10.09,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,San Martin,Morales,210611,220910,san-martin,san-martin,san martin,morales,NA,NA,NA
1276,12.816,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Tacna,Pocollay,220109,230108,tacna,tacna,tacna,pocollay,NA,NA,NA
1266,4.074,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Piura,Tambo Grande,190109,200114,piura,piura,piura,tambo grande,NA,NA,NA
1265,4.647,92.857,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ucayali,Coronel Portillo,Manantay,250107,250107,ucayali,ucayali,coronel portillo,manantay,NA,NA,NA
1256,8.398,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Yura,040125,040128,arequipa,arequipa,arequipa,yura,NA,NA,NA
1255,8.148,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Huanuco,Pillco Marca,090111,100111,huanuco,huanuco,huanuco,pillco marca,NA,NA,NA
1231,4.349,98.98,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Loreto,Alto Amazonas,Yurimaguas,150201,160201,loreto,loreto,alto amazonas,yurimaguas,NA,NA,NA
1228,24.748,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Lima,Lima,Punta Hermosa,140120,150126,lima,lima,lima,punta hermosa,NA,NA,NA
1170,6.359,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Cajamarca,Los Baños Del Inca,060107,060108,cajamarca,cajamarca,cajamarca,los baños del inca,NA,NA,NA
1169,9.853,100,20:22 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Ica,Subtanjalla,100110,110112,ica,ica,ica,subtanjalla,NA,NA,NA
1164,5.03,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Ayacucho,Huamanga,San Juan Bautista,050107,050110,ayacucho,ayacucho,huamanga,san juan bautista,NA,NA,NA
1135,28.283,100,19:25 h - 12/04/2021,Hernando de Soto,Avanza País,Callao,Callao,La Punta,240103,070105,callao,callao,callao,la punta,NA,NA,NA
