total_votos,validos,conteo,hora,candidato,partido,departamento,provincia,distrito,ubigeo_reniec,ubigeo_inei,region,departamento_id,provincia_id,distrito_id,nombre,nro,total
120,9.16,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Jauja,El Mantaro,110306,120407,junin,junin,jauja,el mantaro,NA,NA,NA
120,5.679,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huarochiri,San Mateo,140621,150722,lima-provincias,lima-provincias,huarochiri,san mateo,NA,NA,NA
118,2.72,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Carhuaz,Marcara,020406,020606,ancash,ancash,carhuaz,marcara,NA,NA,NA
118,1.84,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Azangaro,Saman,200212,210210,puno,puno,azangaro,saman,NA,NA,NA
117,8.375,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Condesuyos,Chuquibamba,040601,040601,arequipa,arequipa,condesuyos,chuquibamba,NA,NA,NA
117,4.789,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Madre De Dios,Tambopata,Laberinto,160104,170104,madre-de-dios,madre-de-dios,tambopata,laberinto,NA,NA,NA
116,2.533,100,20:22 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Hualgayoc,Hualgayoc,060703,060703,cajamarca,cajamarca,hualgayoc,hualgayoc,NA,NA,NA
116,1.953,100,20:22 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,San Ignacio,Tabaconas,061107,060907,cajamarca,cajamarca,san ignacio,tabaconas,NA,NA,NA
116,5.316,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Jauja,Apata,110303,120403,junin,junin,jauja,apata,NA,NA,NA
115,6.949,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Tacna,Pachia,220107,230106,tacna,tacna,tacna,pachia,NA,NA,NA
114,3.932,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,El Dorado,San Martin,211004,220303,san-martin,san-martin,el dorado,san martin,NA,NA,NA
113,4.902,55.556,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Tarma,Huasahuasi,110504,120704,junin,junin,tarma,huasahuasi,NA,NA,NA
113,8.408,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Huarochiri,Santa Cruz De Cocachacra,140624,150727,lima-provincias,lima-provincias,huarochiri,santa cruz de cocachacra,NA,NA,NA
113,4.529,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Carabaya,Coasa,200304,210304,puno,puno,carabaya,coasa,NA,NA,NA
113,5.047,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Jorge Basadre,Ilabaya,220303,230302,tacna,tacna,jorge basadre,ilabaya,NA,NA,NA
112,12.121,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Castilla,Huancarqui,040507,040407,arequipa,arequipa,castilla,huancarqui,NA,NA,NA
112,4.024,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Celendin,Sorochuco,060309,060309,cajamarca,cajamarca,celendin,sorochuco,NA,NA,NA
112,2.362,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,San Ignacio,Chirinos,061102,060902,cajamarca,cajamarca,san ignacio,chirinos,NA,NA,NA
112,3.807,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Quispicanchi,Andahuaylillas,071202,081202,cusco,cusco,quispicanchi,andahuaylillas,NA,NA,NA
112,6.663,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Urubamba,Yucay,071307,081307,cusco,cusco,urubamba,yucay,NA,NA,NA
112,5.752,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Moyobamba,Calzada,210102,220102,san-martin,san-martin,moyobamba,calzada,NA,NA,NA
110,5.086,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Junin,Carhuamayo,110402,120502,junin,junin,junin,carhuamayo,NA,NA,NA
109,2.586,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Julcan,Julcan,121001,130501,la-libertad,la-libertad,julcan,julcan,NA,NA,NA
109,1.933,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Loreto,Mariscal Ramon Castilla,Ramon Castilla,150601,160401,loreto,loreto,mariscal ramon castilla,ramon castilla,NA,NA,NA
109,2.568,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Azangaro,Arapa,200203,210203,puno,puno,azangaro,arapa,NA,NA,NA
109,7.741,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Mariscal Caceres,Pachiza,210404,220604,san-martin,san-martin,mariscal caceres,pachiza,NA,NA,NA
108,2.103,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,San Ignacio,San Jose De Lourdes,061106,060906,cajamarca,cajamarca,san ignacio,san jose de lourdes,NA,NA,NA
108,2.303,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Pachitea,Molino,090704,100803,huanuco,huanuco,pachitea,molino,NA,NA,NA
108,5.281,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Concepcion,Orcotuna,110213,120213,junin,junin,concepcion,orcotuna,NA,NA,NA
108,6.421,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Pasco,Pasco,Vicco,180113,190112,pasco,pasco,pasco,vicco,NA,NA,NA
108,5.561,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Sechura,Bellavista De La Union,190804,200802,piura,piura,sechura,bellavista de la union,NA,NA,NA
107,19.597,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Islay,Mejia,040705,040705,arequipa,arequipa,islay,mejia,NA,NA,NA
107,5.828,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Ambo,Tomay-Kichwa,090208,100208,huanuco,huanuco,ambo,tomay-kichwa,NA,NA,NA
107,2.473,97.143,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Madre De Dios,Tambopata,Inambari,160102,170102,madre-de-dios,madre-de-dios,tambopata,inambari,NA,NA,NA
107,6.564,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Rioja,Yuracyacu,210504,220809,san-martin,san-martin,rioja,yuracyacu,NA,NA,NA
106,4.935,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Recuay,Catac,021210,021702,ancash,ancash,recuay,catac,NA,NA,NA
106,3.945,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Jaen,Pomahuaca,060805,060807,cajamarca,cajamarca,jaen,pomahuaca,NA,NA,NA
106,3.502,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Melgar,Santa Rosa,200708,210808,puno,puno,melgar,santa rosa,NA,NA,NA
105,5.112,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Trujillo,Poroto,120109,130108,la-libertad,la-libertad,trujillo,poroto,NA,NA,NA
104,3.689,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Huaraz,Tarica,020112,020112,ancash,ancash,huaraz,tarica,NA,NA,NA
104,6.662,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Santa,Caceres Del Peru,021302,021802,ancash,ancash,santa,caceres del peru,NA,NA,NA
104,2.652,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Jaen,Santa Rosa,060810,060812,cajamarca,cajamarca,jaen,santa rosa,NA,NA,NA
104,2.173,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Lambayeque,Salas,130310,140310,lambayeque,lambayeque,lambayeque,salas,NA,NA,NA
104,4.903,100,04:14 h - 12/04/2021,Hernando de Soto,Avanza País,Tumbes,Tumbes,San Juan De La Virgen,230106,240106,tumbes,tumbes,tumbes,san juan de la virgen,NA,NA,NA
103,2.337,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ayacucho,Parinacochas,Coracora,050601,050701,ayacucho,ayacucho,parinacochas,coracora,NA,NA,NA
103,3.259,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Jaen,Pucara,060806,060808,cajamarca,cajamarca,jaen,pucara,NA,NA,NA
102,2.688,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Yungay,Quillo,021505,022005,ancash,ancash,yungay,quillo,NA,NA,NA
102,2.882,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Huancavelica,Acobamba,Acobamba,080201,090201,huancavelica,huancavelica,acobamba,acobamba,NA,NA,NA
102,1.782,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Huanuco,Chinchao,090102,100103,huanuco,huanuco,huanuco,chinchao,NA,NA,NA
102,1.435,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Huanuco,Churubamba,090103,100104,huanuco,huanuco,huanuco,churubamba,NA,NA,NA
102,6.407,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Yauli,Morococha,110605,120805,junin,junin,yauli,morococha,NA,NA,NA
102,4.873,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,Madre De Dios,Tahuamanu,Iberia,160302,170302,madre-de-dios,madre-de-dios,tahuamanu,iberia,NA,NA,NA
101,1.653,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,San Ignacio,Huarango,061103,060903,cajamarca,cajamarca,san ignacio,huarango,NA,NA,NA
101,2.849,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Lambayeque,Ferreñafe,Incahuasi,130202,140203,lambayeque,lambayeque,ferreñafe,incahuasi,NA,NA,NA
101,6.491,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,San Martin,Cacatachi,210604,220903,san-martin,san-martin,san martin,cacatachi,NA,NA,NA
100,2.069,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Huancane,Vilque Chico,200509,210608,puno,puno,huancane,vilque chico,NA,NA,NA
100,2.756,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Melgar,Nuñoa,200706,210806,puno,puno,melgar,nuñoa,NA,NA,NA
99,3.06,100,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Amazonas,Utcubamba,Lonya Grande,010706,010706,amazonas,amazonas,utcubamba,lonya grande,NA,NA,NA
99,4.061,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Chupaca,Chongos Bajo,110903,120903,junin,junin,chupaca,chongos bajo,NA,NA,NA
99,8.068,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Otuzco,Mache,120413,130608,la-libertad,la-libertad,otuzco,mache,NA,NA,NA
99,2.411,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Lamas,Alonso De Alvarado,210315,220502,san-martin,san-martin,lamas,alonso de alvarado,NA,NA,NA
99,5.657,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Mariscal Caceres,Pajarillo,210405,220605,san-martin,san-martin,mariscal caceres,pajarillo,NA,NA,NA
98,8.877,100,19:57 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Condesuyos,Rio Grande,040608,040606,arequipa,arequipa,condesuyos,rio grande,NA,NA,NA
98,2.74,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Tacna,La Yarada Los Palos,220114,230111,tacna,tacna,tacna,la yarada los palos,NA,NA,NA
98,2.417,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Ucayali,Padre Abad,Irazola,250202,250302,ucayali,ucayali,padre abad,irazola,NA,NA,NA
97,1.551,100,19:25 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Pachitea,Panao,090701,100801,huanuco,huanuco,pachitea,panao,NA,NA,NA
97,4.778,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Paita,Tamarindo,190506,200506,piura,piura,paita,tamarindo,NA,NA,NA
97,3.848,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Tumbes,Contralmirante Villar,Canoas De Punta Sal,230203,240203,tumbes,tumbes,contralmirante villar,canoas de punta sal,NA,NA,NA
96,3.231,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Yungay,Mancos,021503,022003,ancash,ancash,yungay,mancos,NA,NA,NA
96,2.814,100,19:25 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Cajabamba,Cachachi,060202,060202,cajamarca,cajamarca,cajabamba,cachachi,NA,NA,NA
96,1.913,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Paucartambo,Paucartambo,071101,081101,cusco,cusco,paucartambo,paucartambo,NA,NA,NA
96,3.715,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Huancayo,Pucara,110124,120126,junin,junin,huancayo,pucara,NA,NA,NA
96,2.659,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Lampa,Santa Lucia,200609,210709,puno,puno,lampa,santa lucia,NA,NA,NA
96,3.059,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Rioja,Awajun,210509,220802,san-martin,san-martin,rioja,awajun,NA,NA,NA
95,6.899,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Carlos Fermin Fitzcarrald,Yauya,021702,020703,ancash,ancash,carlos fermin fitzcarrald,yauya,NA,NA,NA
95,3.072,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Casma,Yautan,020505,020804,ancash,ancash,casma,yautan,NA,NA,NA
95,2.691,100,18:57 h - 12/04/2021,Hernando de Soto,Avanza País,Apurimac,Cotabambas,Challhuahuacho,030506,030506,apurimac,apurimac,cotabambas,challhuahuacho,NA,NA,NA
95,6.384,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,San Pablo,Tumbaden,061304,061204,cajamarca,cajamarca,san pablo,tumbaden,NA,NA,NA
95,4.458,100,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Huancabamba,Sondor,190304,200307,piura,piura,huancabamba,sondor,NA,NA,NA
95,8.772,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Huallaga,Alto Saposoa,210205,220402,san-martin,san-martin,huallaga,alto saposoa,NA,NA,NA
94,3.704,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Huaraz,Jangas,020106,020106,ancash,ancash,huaraz,jangas,NA,NA,NA
94,8.231,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Caraveli,Bella Union,040405,040305,arequipa,arequipa,caraveli,bella union,NA,NA,NA
94,4.033,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Quispicanchi,Lucre,071208,081208,cusco,cusco,quispicanchi,lucre,NA,NA,NA
94,2.287,94.737,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Ayabaca,Pacaipampa,190205,200206,piura,piura,ayabaca,pacaipampa,NA,NA,NA
94,2.87,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Lampa,Cabanilla,200602,210702,puno,puno,lampa,cabanilla,NA,NA,NA
94,2.952,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Lampa,Pucara,200608,210708,puno,puno,lampa,pucara,NA,NA,NA
94,3.586,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Tumbes,Zarumilla,Papayal,230303,240304,tumbes,tumbes,zarumilla,papayal,NA,NA,NA
93,2.21,100,13:50 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Quispicanchi,Quiquijana,071212,081212,cusco,cusco,quispicanchi,quiquijana,NA,NA,NA
93,7.579,94.118,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Pasco,Oxapampa,Pozuzo,180306,190305,pasco,pasco,oxapampa,pozuzo,NA,NA,NA
92,1.768,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Quispicanchi,Ccatca,071205,081205,cusco,cusco,quispicanchi,ccatca,NA,NA,NA
92,2.105,100,19:25 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Marañon,Huacrachuco,090501,100701,huanuco,huanuco,marañon,huacrachuco,NA,NA,NA
92,4.497,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Morropon,Chalaco,190403,200403,piura,piura,morropon,chalaco,NA,NA,NA
91,3.174,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Huari,Chavin De Huantar,020803,021004,ancash,ancash,huari,chavin de huantar,NA,NA,NA
91,6.842,100,19:25 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Chupaca,Huachac,110904,120904,junin,junin,chupaca,huachac,NA,NA,NA
91,6.523,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Moquegua,General Sanchez Cerro,Omate,170201,180201,moquegua,moquegua,general sanchez cerro,omate,NA,NA,NA
91,2.966,87.931,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Ayabaca,Frias,190202,200202,piura,piura,ayabaca,frias,NA,NA,NA
91,2.983,100,20:22 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Huancabamba,El Carmen De La Frontera,190306,200303,piura,piura,huancabamba,el carmen de la frontera,NA,NA,NA
90,2.597,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Jaen,Chontali,060804,060803,cajamarca,cajamarca,jaen,chontali,NA,NA,NA
90,2.905,100,14:28 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Anta,Limatambo,070304,080306,cusco,cusco,anta,limatambo,NA,NA,NA
90,2.542,86.486,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Huamalies,Monzon,090407,100507,huanuco,huanuco,huamalies,monzon,NA,NA,NA
90,3.981,95.455,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Huancabamba,Canchaque,190302,200302,piura,piura,huancabamba,canchaque,NA,NA,NA
90,10.033,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Huallaga,El Eslabon,210206,220403,san-martin,san-martin,huallaga,el eslabon,NA,NA,NA
89,6.142,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Castilla,Orcopampa,040509,040409,arequipa,arequipa,castilla,orcopampa,NA,NA,NA
89,2.274,96.875,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Ayacucho,La Mar,Tambo,050406,050508,ayacucho,ayacucho,la mar,tambo,NA,NA,NA
89,1.95,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Huamalies,Llata,090401,100501,huanuco,huanuco,huamalies,llata,NA,NA,NA
89,5.985,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Tarma,San Pedro De Cajas,110508,120708,junin,junin,tarma,san pedro de cajas,NA,NA,NA
88,9.66,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Bolognesi,Colquioc,020323,020507,ancash,ancash,bolognesi,colquioc,NA,NA,NA
88,3.284,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Calca,Lamay,070403,080403,cusco,cusco,calca,lamay,NA,NA,NA
88,7.097,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Lima-Provincias,Cañete,Calango,140402,150503,lima-provincias,lima-provincias,cañete,calango,NA,NA,NA
88,3.431,100,19:57 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Huancabamba,San Miguel De El Faique,190307,200306,piura,piura,huancabamba,san miguel de el faique,NA,NA,NA
87,2.191,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Canas,Yanaoca,070501,080501,cusco,cusco,canas,yanaoca,NA,NA,NA
87,4.601,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Dos De Mayo,La Union,090301,100301,huanuco,huanuco,dos de mayo,la union,NA,NA,NA
87,5.769,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Tacna,Jorge Basadre,Ite,220302,230303,tacna,tacna,jorge basadre,ite,NA,NA,NA
86,1.537,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Chota,Tacabamba,060615,060417,cajamarca,cajamarca,chota,tacabamba,NA,NA,NA
86,3.157,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Carabaya,Ayapata,200303,210303,puno,puno,carabaya,ayapata,NA,NA,NA
86,3.759,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,San Antonio De Putina,Ananea,201104,211002,puno,puno,san antonio de putina,ananea,NA,NA,NA
85,2.545,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Acomayo,Pomacanchi,070204,080205,cusco,cusco,acomayo,pomacanchi,NA,NA,NA
85,6.635,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Pataz,Buldibuyo,120602,130802,la-libertad,la-libertad,pataz,buldibuyo,NA,NA,NA
84,7.588,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Arequipa,Quequeña,040112,040115,arequipa,arequipa,arequipa,quequeña,NA,NA,NA
84,3.319,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Pasco,Oxapampa,Huancabamba,180303,190303,pasco,pasco,oxapampa,huancabamba,NA,NA,NA
83,5.764,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Ica,Palpa,Rio Grande,100503,110403,ica,ica,palpa,rio grande,NA,NA,NA
83,3.895,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Madre De Dios,Manu,Madre De Dios,160203,170203,madre-de-dios,madre-de-dios,manu,madre de dios,NA,NA,NA
83,2.393,37.374,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Huancabamba,Huarmaca,190303,200304,piura,piura,huancabamba,huarmaca,NA,NA,NA
83,1.886,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Puno,Chucuito,200106,210106,puno,puno,puno,chucuito,NA,NA,NA
83,5.642,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Tumbes,Zarumilla,Matapalo,230302,240303,tumbes,tumbes,zarumilla,matapalo,NA,NA,NA
82,7.174,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Amazonas,Chachapoyas,Leimebamba,010110,010110,amazonas,amazonas,chachapoyas,leimebamba,NA,NA,NA
82,2.239,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Pachitea,Chaglla,090702,100802,huanuco,huanuco,pachitea,chaglla,NA,NA,NA
82,6.231,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Yauli,Yauli,110609,120810,junin,junin,yauli,yauli,NA,NA,NA
82,2.233,93.939,21:55 h - 12/04/2021,Hernando de Soto,Avanza País,Loreto,Alto Amazonas,Lagunas,150206,160206,loreto,loreto,alto amazonas,lagunas,NA,NA,NA
82,3.684,100,19:25 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Morropon,Santo Domingo,190407,200409,piura,piura,morropon,santo domingo,NA,NA,NA
82,1.71,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Puno,Capachica,200104,210105,puno,puno,puno,capachica,NA,NA,NA
81,2.436,100,11:50 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,Cutervo,Socota,060514,060614,cajamarca,cajamarca,cutervo,socota,NA,NA,NA
81,2.366,100,12:21 h - 12/04/2021,Hernando de Soto,Avanza País,San Martin,Lamas,Tabalosos,210313,220510,san-martin,san-martin,lamas,tabalosos,NA,NA,NA
80,4.79,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Ancash,Sihuas,Sihuas,021401,021901,ancash,ancash,sihuas,sihuas,NA,NA,NA
80,4.515,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Camana,Mariano Nicolas Valcarcel,040303,040203,arequipa,arequipa,camana,mariano nicolas valcarcel,NA,NA,NA
80,2.808,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Canchis,Tinta,070608,080608,cusco,cusco,canchis,tinta,NA,NA,NA
80,7.117,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Jauja,Muquiyauyo,110319,120421,junin,junin,jauja,muquiyauyo,NA,NA,NA
79,1.939,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Chumbivilcas,Colquemarca,070703,080704,cusco,cusco,chumbivilcas,colquemarca,NA,NA,NA
79,2.768,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Leoncio Prado,Daniel Alomia Robles,090602,100602,huanuco,huanuco,leoncio prado,daniel alomia robles,NA,NA,NA
79,3.517,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Chanchamayo,San Luis De Shuaro,110804,120304,junin,junin,chanchamayo,san luis de shuaro,NA,NA,NA
78,7.536,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Caraveli,Chaparra,040408,040308,arequipa,arequipa,caraveli,chaparra,NA,NA,NA
78,2.835,100,11:20 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Canas,Kunturkanki,070503,080503,cusco,cusco,canas,kunturkanki,NA,NA,NA
78,2.427,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Huanuco,Ambo,Huacar,090205,100205,huanuco,huanuco,ambo,huacar,NA,NA,NA
78,2.721,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Otuzco,Agallpampa,120402,130602,la-libertad,la-libertad,otuzco,agallpampa,NA,NA,NA
78,5.303,100,09:46 h - 12/04/2021,Hernando de Soto,Avanza País,La Libertad,Pacasmayo,Jequetepeque,120504,130703,la-libertad,la-libertad,pacasmayo,jequetepeque,NA,NA,NA
78,1.827,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Puno,Puno,Coata,200105,210107,puno,puno,puno,coata,NA,NA,NA
77,1.131,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Ayacucho,Huamanga,Vinchos,050109,050114,ayacucho,ayacucho,huamanga,vinchos,NA,NA,NA
77,2.371,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cajamarca,San Marcos,Jose Sabogal,061206,061007,cajamarca,cajamarca,san marcos,jose sabogal,NA,NA,NA
77,1.901,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Huancavelica,Tayacaja,Colcabamba,080506,090705,huancavelica,huancavelica,tayacaja,colcabamba,NA,NA,NA
76,5.163,100,13:18 h - 12/04/2021,Hernando de Soto,Avanza País,Arequipa,Condesuyos,Yanaquihua,040607,040608,arequipa,arequipa,condesuyos,yanaquihua,NA,NA,NA
76,2.029,100,16:00 h - 12/04/2021,Hernando de Soto,Avanza País,Cusco,Paucartambo,Colquepata,071103,081104,cusco,cusco,paucartambo,colquepata,NA,NA,NA
76,7.379,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Junin,Concepcion,Santa Rosa De Ocopa,110214,120215,junin,junin,concepcion,santa rosa de ocopa,NA,NA,NA
76,2.733,100,17:30 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Huancabamba,Sondorillo,190305,200308,piura,piura,huancabamba,sondorillo,NA,NA,NA
76,2.283,100,10:43 h - 12/04/2021,Hernando de Soto,Avanza País,Piura,Morropon,Salitral,190405,200406,piura,piura,morropon,salitral,NA,NA,NA
