total_votos,validos,conteo,hora,candidato,partido,departamento,provincia,distrito,ubigeo_reniec,ubigeo_inei,region,departamento_id,provincia_id,distrito_id,nombre,nro,total
180,11.278,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Caraveli,Caraveli,040401,040301,arequipa,arequipa,caraveli,caraveli,NA,NA,NA
180,9.096,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,130206,140204,lambayeque,lambayeque,ferreñafe,manuel antonio mesones muro,NA,NA,NA
178,4.099,96.296,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Calca,Pisac,070405,080405,cusco,cusco,calca,pisac,NA,NA,NA
178,4.362,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huancavelica,Tayacaja,Daniel Hernandez,080509,090706,huancavelica,huancavelica,tayacaja,daniel hernandez,NA,NA,NA
178,4.073,100,19:25 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Marañon,Huacrachuco,090501,100701,huanuco,huanuco,marañon,huacrachuco,NA,NA,NA
178,3.566,100,11:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Pasco,Daniel Alcides Carrion,Yanahuanca,180201,190201,pasco,pasco,daniel alcides carrion,yanahuanca,NA,NA,NA
177,11.09,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Huamalies,Puños,090409,100509,huanuco,huanuco,huamalies,puños,NA,NA,NA
177,7.828,95.455,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Huancabamba,Canchaque,190302,200302,piura,piura,huancabamba,canchaque,NA,NA,NA
177,5.842,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Mariscal Caceres,Campanilla,210402,220602,san-martin,san-martin,mariscal caceres,campanilla,NA,NA,NA
177,5.004,100,11:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Tocache,Polvora,210803,221003,san-martin,san-martin,tocache,polvora,NA,NA,NA
176,5.476,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Ambo,Huacar,090205,100205,huanuco,huanuco,ambo,huacar,NA,NA,NA
174,5.18,96.875,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Ayabaca,Suyo,190208,200210,piura,piura,ayabaca,suyo,NA,NA,NA
173,7.425,100,20:22 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Huancayo,Hualhuas,110116,120117,junin,junin,huancayo,hualhuas,NA,NA,NA
173,5.532,96,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Ayabaca,Paimas,190210,200207,piura,piura,ayabaca,paimas,NA,NA,NA
172,4.387,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Islay,Punta De Bombon,040706,040706,arequipa,arequipa,islay,punta de bombon,NA,NA,NA
172,8.167,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cutervo,Santo Tomas,060513,060613,cajamarca,cajamarca,cutervo,santo tomas,NA,NA,NA
171,7.727,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Trujillo,Simbal,120106,130110,la-libertad,la-libertad,trujillo,simbal,NA,NA,NA
170,2.569,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Espinar,Coporaque,070803,080803,cusco,cusco,espinar,coporaque,NA,NA,NA
170,5.693,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Jauja,Acolla,110302,120402,junin,junin,jauja,acolla,NA,NA,NA
169,5.386,100,14:28 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ica,Pisco,Humay,100403,110503,ica,ica,pisco,humay,NA,NA,NA
168,4.429,93.939,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ayacucho,La Mar,San Miguel,050401,050501,ayacucho,ayacucho,la mar,san miguel,NA,NA,NA
168,3.64,92.857,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Urubamba,Ollantaytambo,071306,081306,cusco,cusco,urubamba,ollantaytambo,NA,NA,NA
168,4.722,100,20:52 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Chupaca,Ahuac,110902,120902,junin,junin,chupaca,ahuac,NA,NA,NA
167,7.245,100,12:21 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Dos De Mayo,Pachas,090314,100313,huanuco,huanuco,dos de mayo,pachas,NA,NA,NA
167,12.444,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Leoncio Prado,Hermilio Valdizan,090603,100603,huanuco,huanuco,leoncio prado,hermilio valdizan,NA,NA,NA
167,12.426,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Lima-Provincias,Huarochiri,Santa Cruz De Cocachacra,140624,150727,lima-provincias,lima-provincias,huarochiri,santa cruz de cocachacra,NA,NA,NA
166,3.255,94.118,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Amazonas,Condorcanqui,Nieva,010601,010401,amazonas,amazonas,condorcanqui,nieva,NA,NA,NA
166,2.981,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Canchis,Marangani,070604,080604,cusco,cusco,canchis,marangani,NA,NA,NA
166,7.608,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Jauja,Apata,110303,120403,junin,junin,jauja,apata,NA,NA,NA
165,6.947,100,18:57 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cutervo,Querocotillo,060507,060607,cajamarca,cajamarca,cutervo,querocotillo,NA,NA,NA
164,3.865,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,San Miguel,San Miguel,061001,061101,cajamarca,cajamarca,san miguel,san miguel,NA,NA,NA
164,7.115,55.556,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Tarma,Huasahuasi,110504,120704,junin,junin,tarma,huasahuasi,NA,NA,NA
164,3.486,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Moquegua,Mariscal Nieto,Torata,170105,180106,moquegua,moquegua,mariscal nieto,torata,NA,NA,NA
163,4.557,100,12:21 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Tacna,Tacna,La Yarada Los Palos,220114,230111,tacna,tacna,tacna,la yarada los palos,NA,NA,NA
162,3.025,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ayacucho,Lucanas,Puquio,050501,050601,ayacucho,ayacucho,lucanas,puquio,NA,NA,NA
161,3.924,92.135,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Ayabaca,Ayabaca,190201,200201,piura,piura,ayabaca,ayabaca,NA,NA,NA
160,7.002,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Huancayo,Saño,110132,120132,junin,junin,huancayo,saño,NA,NA,NA
160,5.708,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Sechura,Bernal,190803,200803,piura,piura,sechura,bernal,NA,NA,NA
159,10.325,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Lima-Provincias,Cañete,Santa Cruz De Flores,140414,150515,lima-provincias,lima-provincias,cañete,santa cruz de flores,NA,NA,NA
157,3.526,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Pataz,Tayabamba,120601,130801,la-libertad,la-libertad,pataz,tayabamba,NA,NA,NA
157,8.064,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Moyobamba,Calzada,210102,220102,san-martin,san-martin,moyobamba,calzada,NA,NA,NA
156,6.347,100,17:30 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Jaen,San Jose Del Alto,060809,060811,cajamarca,cajamarca,jaen,san jose del alto,NA,NA,NA
156,1.797,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,San Antonio De Putina,Putina,201101,211001,puno,puno,san antonio de putina,putina,NA,NA,NA
155,3.872,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Islay,Dean Valdivia,040703,040703,arequipa,arequipa,islay,dean valdivia,NA,NA,NA
155,7.546,100,11:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Trujillo,Poroto,120109,130108,la-libertad,la-libertad,trujillo,poroto,NA,NA,NA
155,2.716,100,18:57 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,Carabaya,Macusani,200301,210301,puno,puno,carabaya,macusani,NA,NA,NA
155,1.398,100,12:21 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,Chucuito,Juli,200401,210401,puno,puno,chucuito,juli,NA,NA,NA
154,7.323,80,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Amazonas,Utcubamba,Cumba,010703,010703,amazonas,amazonas,utcubamba,cumba,NA,NA,NA
154,3.56,97.143,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Madre De Dios,Tambopata,Inambari,160102,170102,madre-de-dios,madre-de-dios,tambopata,inambari,NA,NA,NA
152,9.688,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Caraveli,Acari,040402,040302,arequipa,arequipa,caraveli,acari,NA,NA,NA
152,9.157,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cutervo,Santo Domingo De La Capilla,060512,060612,cajamarca,cajamarca,cutervo,santo domingo de la capilla,NA,NA,NA
152,10.397,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Moyobamba,Yantalo,210106,220106,san-martin,san-martin,moyobamba,yantalo,NA,NA,NA
151,5.521,94.872,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Sullana,Lancones,190603,200604,piura,piura,sullana,lancones,NA,NA,NA
150,4.521,100,11:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Morropon,Buenos Aires,190402,200402,piura,piura,morropon,buenos aires,NA,NA,NA
150,6.443,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ucayali,Padre Abad,Neshuya,250204,250304,ucayali,ucayali,padre abad,neshuya,NA,NA,NA
149,5.286,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Huaraz,Tarica,020112,020112,ancash,ancash,huaraz,tarica,NA,NA,NA
149,4.569,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Pasco,Pasco,Huayllay,180105,190104,pasco,pasco,pasco,huayllay,NA,NA,NA
149,2.842,100,12:21 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,Chucuito,Desaguadero,200402,210402,puno,puno,chucuito,desaguadero,NA,NA,NA
148,5.082,100,13:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Urubamba,Machupicchu,071304,081304,cusco,cusco,urubamba,machupicchu,NA,NA,NA
147,4.416,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Morropon,Salitral,190405,200406,piura,piura,morropon,salitral,NA,NA,NA
146,7.415,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Camana,Ocoña,040306,040206,arequipa,arequipa,camana,ocoña,NA,NA,NA
146,5.624,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Jaen,Las Pirias,060811,060806,cajamarca,cajamarca,jaen,las pirias,NA,NA,NA
145,9.857,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Pacasmayo,Jequetepeque,120504,130703,la-libertad,la-libertad,pacasmayo,jequetepeque,NA,NA,NA
145,6.862,100,17:30 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Lima-Provincias,Huarochiri,San Mateo,140621,150722,lima-provincias,lima-provincias,huarochiri,san mateo,NA,NA,NA
143,3.296,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Carhuaz,Marcara,020406,020606,ancash,ancash,carhuaz,marcara,NA,NA,NA
143,4.625,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Caylloma,Chivay,040201,040501,arequipa,arequipa,caylloma,chivay,NA,NA,NA
143,4.327,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Santa Cruz,Santa Cruz,060901,061301,cajamarca,cajamarca,santa cruz,santa cruz,NA,NA,NA
143,7.823,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Puerto Inca,Codo Del Pozuzo,090803,100902,huanuco,huanuco,puerto inca,codo del pozuzo,NA,NA,NA
143,10.53,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Jauja,Sausa,110333,120430,junin,junin,jauja,sausa,NA,NA,NA
143,5.648,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Morropon,Yamango,190409,200410,piura,piura,morropon,yamango,NA,NA,NA
142,5.201,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Puerto Inca,Puerto Inca,090802,100901,huanuco,huanuco,puerto inca,puerto inca,NA,NA,NA
141,8.066,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Amazonas,Rodriguez De Mendoza,San Nicolas,010501,010601,amazonas,amazonas,rodriguez de mendoza,san nicolas,NA,NA,NA
141,3.998,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Cusco,Poroy,070103,080103,cusco,cusco,cusco,poroy,NA,NA,NA
141,1.9,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huancavelica,Huancavelica,Acoria,080103,090103,huancavelica,huancavelica,huancavelica,acoria,NA,NA,NA
140,4.449,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Jaen,Colasay,060803,060804,cajamarca,cajamarca,jaen,colasay,NA,NA,NA
139,3.543,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cajamarca,Namora,060111,060111,cajamarca,cajamarca,cajamarca,namora,NA,NA,NA
139,3.035,100,20:22 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Hualgayoc,Hualgayoc,060703,060703,cajamarca,cajamarca,hualgayoc,hualgayoc,NA,NA,NA
137,4.458,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Sanchez Carrion,Curgos,120303,130904,la-libertad,la-libertad,sanchez carrion,curgos,NA,NA,NA
137,6.546,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Madre De Dios,Tahuamanu,Iberia,160302,170302,madre-de-dios,madre-de-dios,tahuamanu,iberia,NA,NA,NA
137,5.227,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Tumbes,Zarumilla,Papayal,230303,240304,tumbes,tumbes,zarumilla,papayal,NA,NA,NA
136,6.355,11.111,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Satipo,Pangoa,110706,120606,junin,junin,satipo,pangoa,NA,NA,NA
136,9.399,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Lima-Provincias,Canta,Canta,140301,150401,lima-provincias,lima-provincias,canta,canta,NA,NA,NA
135,1.239,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,Huancane,Huancane,200501,210601,puno,puno,huancane,huancane,NA,NA,NA
135,1.234,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,Puno,Acora,200102,210102,puno,puno,puno,acora,NA,NA,NA
135,7.657,100,17:30 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ucayali,Padre Abad,Alexander Von Humboldt,250205,250305,ucayali,ucayali,padre abad,alexander von humboldt,NA,NA,NA
134,5.095,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cajamarca,Llacanora,060108,060107,cajamarca,cajamarca,cajamarca,llacanora,NA,NA,NA
134,3.646,100,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cajamarca,Magdalena,060109,060109,cajamarca,cajamarca,cajamarca,magdalena,NA,NA,NA
133,6.271,100,04:14 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Tumbes,Tumbes,San Juan De La Virgen,230106,240106,tumbes,tumbes,tumbes,san juan de la virgen,NA,NA,NA
131,4.513,100,11:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,San Ignacio,Namballe,061104,060905,cajamarca,cajamarca,san ignacio,namballe,NA,NA,NA
131,5.563,100,14:28 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ica,Ica,Ocucaje,100114,110104,ica,ica,ica,ocucaje,NA,NA,NA
129,6.193,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Caraveli,Atico,040403,040303,arequipa,arequipa,caraveli,atico,NA,NA,NA
128,9.869,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Huamalies,Chavin De Pariarca,090403,100503,huanuco,huanuco,huamalies,chavin de pariarca,NA,NA,NA
127,6.106,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Amazonas,Bagua,Copallin,010203,010203,amazonas,amazonas,bagua,copallin,NA,NA,NA
127,8.058,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cutervo,San Andres De Cutervo,060508,060608,cajamarca,cajamarca,cutervo,san andres de cutervo,NA,NA,NA
127,9.65,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Yauli,Yauli,110609,120810,junin,junin,yauli,yauli,NA,NA,NA
127,1.752,100,13:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,Lampa,Lampa,200601,210701,puno,puno,lampa,lampa,NA,NA,NA
127,3.709,100,12:21 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Lamas,Tabalosos,210313,220510,san-martin,san-martin,lamas,tabalosos,NA,NA,NA
126,8.098,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,San Martin,Cacatachi,210604,220903,san-martin,san-martin,san martin,cacatachi,NA,NA,NA
125,4.945,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Recuay,Recuay,021201,021701,ancash,ancash,recuay,recuay,NA,NA,NA
125,3.55,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Apurimac,Andahuaylas,Santa Maria De Chicmo,030315,030215,apurimac,apurimac,andahuaylas,santa maria de chicmo,NA,NA,NA
125,4.919,100,11:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Chota,Huambos,060608,060409,cajamarca,cajamarca,chota,huambos,NA,NA,NA
124,6.049,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Lima-Provincias,Cañete,Lunahuana,140407,150508,lima-provincias,lima-provincias,cañete,lunahuana,NA,NA,NA
123,6.498,100,16:44 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Chota,Llama,060610,060411,cajamarca,cajamarca,chota,llama,NA,NA,NA
123,3.683,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Acomayo,Pomacanchi,070204,080205,cusco,cusco,acomayo,pomacanchi,NA,NA,NA
123,9.389,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Jauja,El Mantaro,110306,120407,junin,junin,jauja,el mantaro,NA,NA,NA
123,5.494,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Tacna,Jorge Basadre,Ilabaya,220303,230302,tacna,tacna,jorge basadre,ilabaya,NA,NA,NA
122,5.69,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Dos De Mayo,Ripan,090317,100317,huanuco,huanuco,dos de mayo,ripan,NA,NA,NA
121,4.362,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ayacucho,Huamanga,Quinua,050105,050108,ayacucho,ayacucho,huamanga,quinua,NA,NA,NA
121,5.756,100,11:50 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Lamas,Zapatero,210314,220511,san-martin,san-martin,lamas,zapatero,NA,NA,NA
120,3.013,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Sanchez Carrion,Marcabal,120305,130905,la-libertad,la-libertad,sanchez carrion,marcabal,NA,NA,NA
119,4.005,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Yungay,Mancos,021503,022003,ancash,ancash,yungay,mancos,NA,NA,NA
119,5.845,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Huanuco,Quisqui,090105,100106,huanuco,huanuco,huanuco,quisqui,NA,NA,NA
118,12.953,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Bolognesi,Colquioc,020323,020507,ancash,ancash,bolognesi,colquioc,NA,NA,NA
118,5.468,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Bolognesi,Huallanca,020325,020508,ancash,ancash,bolognesi,huallanca,NA,NA,NA
118,4.174,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Lamas,Caynarachi,210304,220504,san-martin,san-martin,lamas,caynarachi,NA,NA,NA
117,8.515,100,20:22 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Ascope,Magdalena De Cao,120805,130204,la-libertad,la-libertad,ascope,magdalena de cao,NA,NA,NA
117,5.769,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Paita,Vichayal,190507,200507,piura,piura,paita,vichayal,NA,NA,NA
117,6.075,100,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Mariscal Caceres,Huicungo,210403,220603,san-martin,san-martin,mariscal caceres,huicungo,NA,NA,NA
116,6.992,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Satipo,Llaylla,110703,120603,junin,junin,satipo,llaylla,NA,NA,NA
116,5.513,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Bellavista,San Rafael,210702,220206,san-martin,san-martin,bellavista,san rafael,NA,NA,NA
115,3.336,100,12:21 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ayacucho,Huamanga,Acocro,050111,050102,ayacucho,ayacucho,huamanga,acocro,NA,NA,NA
115,10.788,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,San Miguel,La Florida,061003,061106,cajamarca,cajamarca,san miguel,la florida,NA,NA,NA
115,3.25,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huancavelica,Acobamba,Acobamba,080201,090201,huancavelica,huancavelica,acobamba,acobamba,NA,NA,NA
115,12.339,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Yarowilca,Jacas Chico,091105,101105,huanuco,huanuco,yarowilca,jacas chico,NA,NA,NA
115,7.734,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Tarma,San Pedro De Cajas,110508,120708,junin,junin,tarma,san pedro de cajas,NA,NA,NA
115,4.011,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Otuzco,Agallpampa,120402,130602,la-libertad,la-libertad,otuzco,agallpampa,NA,NA,NA
115,3.049,100,21:55 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Pataz,Parcoy,120608,130808,la-libertad,la-libertad,pataz,parcoy,NA,NA,NA
115,6.949,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Tacna,Tacna,Pachia,220107,230106,tacna,tacna,tacna,pachia,NA,NA,NA
113,9.011,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,San Martin,Rioja,Yorongos,210503,220808,san-martin,san-martin,rioja,yorongos,NA,NA,NA
112,5.124,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Huancayo,Quilcas,110126,120128,junin,junin,huancayo,quilcas,NA,NA,NA
112,3.467,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Santiago De Chuco,Quiruvilca,120705,131006,la-libertad,la-libertad,santiago de chuco,quiruvilca,NA,NA,NA
112,7.887,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Tacna,Tacna,Sama,220110,230109,tacna,tacna,tacna,sama,NA,NA,NA
110,5.911,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Amazonas,Utcubamba,El Milagro,010704,010704,amazonas,amazonas,utcubamba,el milagro,NA,NA,NA
110,3.602,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Huari,Huari,020801,021001,ancash,ancash,huari,huari,NA,NA,NA
110,6.532,100,09:46 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Arequipa,Arequipa,Yarabamba,040124,040127,arequipa,arequipa,arequipa,yarabamba,NA,NA,NA
110,4.257,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Junin,Huancayo,Pucara,110124,120126,junin,junin,huancayo,pucara,NA,NA,NA
110,4.168,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,La Libertad,Otuzco,Sinsicap,120410,130613,la-libertad,la-libertad,otuzco,sinsicap,NA,NA,NA
110,10.018,100,12:21 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Lambayeque,Chiclayo,Nueva Arica,130107,140109,lambayeque,lambayeque,chiclayo,nueva arica,NA,NA,NA
109,3.887,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cusco,Cusco,Saylla,070107,080107,cusco,cusco,cusco,saylla,NA,NA,NA
109,5.613,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Piura,Sechura,Bellavista De La Union,190804,200802,piura,piura,sechura,bellavista de la union,NA,NA,NA
108,4.255,100,11:20 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ancash,Huaraz,Jangas,020106,020106,ancash,ancash,huaraz,jangas,NA,NA,NA
108,3.059,100,18:57 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Apurimac,Cotabambas,Challhuahuacho,030506,030506,apurimac,apurimac,cotabambas,challhuahuacho,NA,NA,NA
108,2.451,100,10:43 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Ayacucho,Parinacochas,Coracora,050601,050701,ayacucho,ayacucho,parinacochas,coracora,NA,NA,NA
108,1.431,100,13:18 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Puno,Huancane,Taraco,200508,210607,puno,puno,huancane,taraco,NA,NA,NA
107,3.136,100,19:25 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Cajamarca,Cajabamba,Cachachi,060202,060202,cajamarca,cajamarca,cajabamba,cachachi,NA,NA,NA
107,5.658,100,16:00 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Dos De Mayo,La Union,090301,100301,huanuco,huanuco,dos de mayo,la union,NA,NA,NA
107,4.705,100,14:28 h - 12/04/2021,Rafael López Aliaga,Renovación Popular,Huanuco,Yarowilca,Aparicio Pomares,091102,101104,huanuco,huanuco,yarowilca,aparicio pomares,NA,NA,NA
