total_votos,validos,conteo,hora,candidato,partido,departamento,provincia,distrito,ubigeo_reniec,ubigeo_inei,region,departamento_id,provincia_id,distrito_id,nombre,nro,total
516,24.112,11.111,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Satipo,Pangoa,110706,120606,junin,junin,satipo,pangoa,NA,NA,NA
515,15.55,100,20:52 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Chupaca,Huamancaca Chico,110905,120905,junin,junin,chupaca,huamancaca chico,NA,NA,NA
510,18.854,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Morropon,San Juan De Bigote,190410,200407,piura,piura,morropon,san juan de bigote,NA,NA,NA
509,14.792,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Ica,Pachacutec,100113,110105,ica,ica,ica,pachacutec,NA,NA,NA
508,29.795,88.889,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Loreto,Mariscal Ramon Castilla,San Pablo,150604,160404,loreto,loreto,mariscal ramon castilla,san pablo,NA,NA,NA
508,9.747,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Pasco,Pasco,Paucartambo,180108,190107,pasco,pasco,pasco,paucartambo,NA,NA,NA
505,17.026,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Ica,Pueblo Nuevo,100105,110107,ica,ica,ica,pueblo nuevo,NA,NA,NA
504,29.508,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Huaraz,Pariacoto,020110,020110,ancash,ancash,huaraz,pariacoto,NA,NA,NA
502,19.518,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Huarochiri,Matucana,140601,150701,lima-provincias,lima-provincias,huarochiri,matucana,NA,NA,NA
502,26.888,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Pasco,Oxapampa,Chontabamba,180302,190302,pasco,pasco,oxapampa,chontabamba,NA,NA,NA
501,14.165,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Tocache,Polvora,210803,221003,san-martin,san-martin,tocache,polvora,NA,NA,NA
500,13.179,100,13:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Yungay,Quillo,021505,022005,ancash,ancash,yungay,quillo,NA,NA,NA
500,17.277,94.444,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Sullana,Salitral,190607,200608,piura,piura,sullana,salitral,NA,NA,NA
499,6.536,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Huari,San Marcos,020813,021014,ancash,ancash,huari,san marcos,NA,NA,NA
499,3.302,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Arequipa,La Joya,040106,040108,arequipa,arequipa,arequipa,la joya,NA,NA,NA
499,20.194,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Contumaza,Yonan,060408,060508,cajamarca,cajamarca,contumaza,yonan,NA,NA,NA
499,12.71,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima,Lima,Punta Negra,140121,150127,lima,lima,lima,punta negra,NA,NA,NA
498,11.737,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,San Miguel,San Miguel,061001,061101,cajamarca,cajamarca,san miguel,san miguel,NA,NA,NA
495,22.317,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Santa,Samanco,021306,021807,ancash,ancash,santa,samanco,NA,NA,NA
495,12.618,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Cajamarca,Namora,060111,060111,cajamarca,cajamarca,cajamarca,namora,NA,NA,NA
493,26.14,100,09:46 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Casma,Buena Vista Alta,020502,020802,ancash,ancash,casma,buena vista alta,NA,NA,NA
493,11.551,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Jauja,Yauyos,110334,120434,junin,junin,jauja,yauyos,NA,NA,NA
490,14.579,100,17:30 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Bellavista,San Pablo,210703,220205,san-martin,san-martin,bellavista,san pablo,NA,NA,NA
488,15.958,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Amazonas,Bagua,La Peca,010201,010206,amazonas,amazonas,bagua,la peca,NA,NA,NA
488,14.833,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,La Libertad,Sanchez Carrion,Sanagoran,120306,130906,la-libertad,la-libertad,sanchez carrion,sanagoran,NA,NA,NA
486,11.121,100,19:25 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Huanuco,Marañon,Huacrachuco,090501,100701,huanuco,huanuco,marañon,huacrachuco,NA,NA,NA
485,48.115,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Huarmey,Culebras,021905,021103,ancash,ancash,huarmey,culebras,NA,NA,NA
485,20.833,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ucayali,Padre Abad,Neshuya,250204,250304,ucayali,ucayali,padre abad,neshuya,NA,NA,NA
481,18.952,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Huaraz,Jangas,020106,020106,ancash,ancash,huaraz,jangas,NA,NA,NA
479,14.83,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,La Libertad,Santiago De Chuco,Quiruvilca,120705,131006,la-libertad,la-libertad,santiago de chuco,quiruvilca,NA,NA,NA
475,25.524,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Amazonas,Utcubamba,El Milagro,010704,010704,amazonas,amazonas,utcubamba,el milagro,NA,NA,NA
473,22.708,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Caraveli,Atico,040403,040303,arequipa,arequipa,caraveli,atico,NA,NA,NA
467,4.259,96.721,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cusco,Urubamba,Urubamba,071301,081301,cusco,cusco,urubamba,urubamba,NA,NA,NA
467,39.543,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Loreto,Requena,Puinahua,150406,160506,loreto,loreto,requena,puinahua,NA,NA,NA
463,28.475,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Piura,El Tallan,190114,200108,piura,piura,piura,el tallan,NA,NA,NA
462,13.121,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Apurimac,Andahuaylas,Santa Maria De Chicmo,030315,030215,apurimac,apurimac,andahuaylas,santa maria de chicmo,NA,NA,NA
456,13.673,100,16:44 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Oyon,Oyon,141001,150901,lima-provincias,lima-provincias,oyon,oyon,NA,NA,NA
455,15.577,100,19:57 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Pisco,Paracas,100405,110505,ica,ica,pisco,paracas,NA,NA,NA
455,21.533,100,17:30 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Huarochiri,San Mateo,140621,150722,lima-provincias,lima-provincias,huarochiri,san mateo,NA,NA,NA
454,22.136,100,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ucayali,Coronel Portillo,Masisea,250103,250104,ucayali,ucayali,coronel portillo,masisea,NA,NA,NA
452,18.578,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Picota,Shamboyacu,210910,220708,san-martin,san-martin,picota,shamboyacu,NA,NA,NA
449,19.066,100,14:28 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Ica,Ocucaje,100114,110104,ica,ica,ica,ocucaje,NA,NA,NA
448,19.096,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,San Martin,Sauce,210619,220913,san-martin,san-martin,san martin,sauce,NA,NA,NA
446,29.893,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Sechura,Cristo Nos Valga,190805,200804,piura,piura,sechura,cristo nos valga,NA,NA,NA
445,22.486,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,130206,140204,lambayeque,lambayeque,ferreñafe,manuel antonio mesones muro,NA,NA,NA
441,9.039,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Junin,Junin,110401,120501,junin,junin,junin,junin,NA,NA,NA
439,44.523,100,14:28 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Huaral,Ihuari,140806,150606,lima-provincias,lima-provincias,huaral,ihuari,NA,NA,NA
438,27.916,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Caraveli,Acari,040402,040302,arequipa,arequipa,caraveli,acari,NA,NA,NA
438,30.889,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Pasco,Pasco,Huachon,180103,190102,pasco,pasco,pasco,huachon,NA,NA,NA
436,51.415,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Caraveli,Yauca,040413,040313,arequipa,arequipa,caraveli,yauca,NA,NA,NA
436,29.321,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Tarma,San Pedro De Cajas,110508,120708,junin,junin,tarma,san pedro de cajas,NA,NA,NA
431,20.504,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Lamas,Zapatero,210314,220511,san-martin,san-martin,lamas,zapatero,NA,NA,NA
429,31.36,90.909,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Tarma,Palcamayo,110507,120707,junin,junin,tarma,palcamayo,NA,NA,NA
428,14.406,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Yungay,Mancos,021503,022003,ancash,ancash,yungay,mancos,NA,NA,NA
427,9.24,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Castilla,Aplao,040501,040401,arequipa,arequipa,castilla,aplao,NA,NA,NA
424,26.566,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Caraveli,Caraveli,040401,040301,arequipa,arequipa,caraveli,caraveli,NA,NA,NA
424,16.759,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Chincha,Tambo De Mora,100208,110211,ica,ica,chincha,tambo de mora,NA,NA,NA
424,20.907,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Paita,Vichayal,190507,200507,piura,piura,paita,vichayal,NA,NA,NA
423,27.792,100,13:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,La Libertad,Santiago De Chuco,Angasmarca,120708,131002,la-libertad,la-libertad,santiago de chuco,angasmarca,NA,NA,NA
420,4.682,100,14:28 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Apurimac,Andahuaylas,San Jeronimo,030310,030213,apurimac,apurimac,andahuaylas,san jeronimo,NA,NA,NA
418,6.704,97.826,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Nasca,Marcona,100304,110304,ica,ica,nasca,marcona,NA,NA,NA
417,37.534,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Oyon,Pachangara,141005,150906,lima-provincias,lima-provincias,oyon,pachangara,NA,NA,NA
417,7.003,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Pasco,Pasco,Simon Bolivar,180110,190109,pasco,pasco,pasco,simon bolivar,NA,NA,NA
414,14.506,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Huanuco,Leoncio Prado,Daniel Alomia Robles,090602,100602,huanuco,huanuco,leoncio prado,daniel alomia robles,NA,NA,NA
411,16.473,100,09:46 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Ica,Tate,100112,110113,ica,ica,ica,tate,NA,NA,NA
411,11.594,100,18:57 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lambayeque,Ferreñafe,Incahuasi,130202,140203,lambayeque,lambayeque,ferreñafe,incahuasi,NA,NA,NA
410,26.693,100,19:57 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Tarma,Tapo,110509,120709,junin,junin,tarma,tapo,NA,NA,NA
406,7.58,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ayacucho,Lucanas,Puquio,050501,050601,ayacucho,ayacucho,lucanas,puquio,NA,NA,NA
403,3.6,100,04:14 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Arequipa,Tiabaya,040120,040123,arequipa,arequipa,arequipa,tiabaya,NA,NA,NA
403,25.282,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Huanuco,Puerto Inca,Honoria,090801,100903,huanuco,huanuco,puerto inca,honoria,NA,NA,NA
403,39.088,100,20:22 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,La Libertad,Gran Chimu,Lucma,121102,131102,la-libertad,la-libertad,gran chimu,lucma,NA,NA,NA
399,29.082,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Picota,Buenos Aires,210902,220702,san-martin,san-martin,picota,buenos aires,NA,NA,NA
398,52.163,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Huaura,Ambar,140502,150802,lima-provincias,lima-provincias,huaura,ambar,NA,NA,NA
396,3.884,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cusco,Calca,Calca,070401,080401,cusco,cusco,calca,calca,NA,NA,NA
393,8.675,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Apurimac,Abancay,Tamburco,030109,030109,apurimac,apurimac,abancay,tamburco,NA,NA,NA
393,23.804,100,12:21 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Lamas,Cuñumbuqui,210305,220505,san-martin,san-martin,lamas,cuñumbuqui,NA,NA,NA
392,19.329,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Amazonas,Bongara,Florida,010306,010306,amazonas,amazonas,bongara,florida,NA,NA,NA
392,10.88,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Camana,Nicolas De Pierola,040305,040205,arequipa,arequipa,camana,nicolas de pierola,NA,NA,NA
388,20.219,100,18:57 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Loreto,Requena,Maquia,150405,160505,loreto,loreto,requena,maquia,NA,NA,NA
388,13.952,100,17:30 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Huancabamba,Sondorillo,190305,200308,piura,piura,huancabamba,sondorillo,NA,NA,NA
386,15.191,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Chota,Huambos,060608,060409,cajamarca,cajamarca,chota,huambos,NA,NA,NA
385,4.552,100,16:44 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Huancavelica,Angaraes,Lircay,080301,090301,huancavelica,huancavelica,angaraes,lircay,NA,NA,NA
383,19.188,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Lamas,Pinto Recodo,210306,220506,san-martin,san-martin,lamas,pinto recodo,NA,NA,NA
381,25.485,100,13:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,La Libertad,Otuzco,Salpo,120409,130611,la-libertad,la-libertad,otuzco,salpo,NA,NA,NA
379,27.95,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Picota,Pucacaca,210905,220705,san-martin,san-martin,picota,pucacaca,NA,NA,NA
378,10.393,100,17:30 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Camana,Mariscal Caceres,040304,040204,arequipa,arequipa,camana,mariscal caceres,NA,NA,NA
377,11.078,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,San Martin,Chazuta,210606,220904,san-martin,san-martin,san martin,chazuta,NA,NA,NA
376,16.214,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Huanuco,Ambo,Conchamarca,090204,100204,huanuco,huanuco,ambo,conchamarca,NA,NA,NA
375,3.876,100,17:30 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Arequipa,Uchumayo,040121,040124,arequipa,arequipa,arequipa,uchumayo,NA,NA,NA
375,18.337,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Concepcion,Orcotuna,110213,120213,junin,junin,concepcion,orcotuna,NA,NA,NA
373,6.279,100,20:22 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,San Ignacio,Tabaconas,061107,060907,cajamarca,cajamarca,san ignacio,tabaconas,NA,NA,NA
372,26.515,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Picota,San Hilarion,210907,220707,san-martin,san-martin,picota,san hilarion,NA,NA,NA
369,15.012,100,17:30 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Jaen,San Jose Del Alto,060809,060811,cajamarca,cajamarca,jaen,san jose del alto,NA,NA,NA
369,10.104,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Huanuco,Ambo,San Rafael,090207,100207,huanuco,huanuco,ambo,san rafael,NA,NA,NA
367,8.484,97.143,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Madre De Dios,Tambopata,Inambari,160102,170102,madre-de-dios,madre-de-dios,tambopata,inambari,NA,NA,NA
366,14.099,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Jaen,Las Pirias,060811,060806,cajamarca,cajamarca,jaen,las pirias,NA,NA,NA
365,13.115,100,17:30 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Celendin,Sorochuco,060309,060309,cajamarca,cajamarca,celendin,sorochuco,NA,NA,NA
364,19.528,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,La Libertad,Santiago De Chuco,Cachicadan,120702,131003,la-libertad,la-libertad,santiago de chuco,cachicadan,NA,NA,NA
362,18.385,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Camana,Ocoña,040306,040206,arequipa,arequipa,camana,ocoña,NA,NA,NA
361,23.082,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Sechura,Rinconada-Llicuar,190806,200806,piura,piura,sechura,rinconada-llicuar,NA,NA,NA
360,25.157,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Amazonas,Luya,Luya,010409,010509,amazonas,amazonas,luya,luya,NA,NA,NA
360,18.967,100,19:25 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Cajamarca,San Juan,060112,060112,cajamarca,cajamarca,cajamarca,san juan,NA,NA,NA
360,26.106,100,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Nasca,El Ingenio,100303,110303,ica,ica,nasca,el ingenio,NA,NA,NA
358,17.023,80,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Amazonas,Utcubamba,Cumba,010703,010703,amazonas,amazonas,utcubamba,cumba,NA,NA,NA
358,7.55,100,13:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,San Ignacio,Chirinos,061102,060902,cajamarca,cajamarca,san ignacio,chirinos,NA,NA,NA
358,15.572,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,El Dorado,Santa Rosa,211005,220304,san-martin,san-martin,el dorado,santa rosa,NA,NA,NA
357,13.528,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,La Libertad,Otuzco,Sinsicap,120410,130613,la-libertad,la-libertad,otuzco,sinsicap,NA,NA,NA
355,24.653,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ica,Palpa,Rio Grande,100503,110403,ica,ica,palpa,rio grande,NA,NA,NA
354,3.822,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cusco,Anta,Anta,070301,080301,cusco,cusco,anta,anta,NA,NA,NA
354,4.77,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Huancavelica,Huancavelica,Acoria,080103,090103,huancavelica,huancavelica,huancavelica,acoria,NA,NA,NA
352,1.566,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Puno,El Collao,Ilave,201201,210501,puno,puno,el collao,ilave,NA,NA,NA
350,10.819,100,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Amazonas,Utcubamba,Lonya Grande,010706,010706,amazonas,amazonas,utcubamba,lonya grande,NA,NA,NA
350,22.336,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Huaraz,Pira,020111,020111,ancash,ancash,huaraz,pira,NA,NA,NA
349,21.385,100,20:22 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ucayali,Atalaya,Tahuania,250302,250203,ucayali,ucayali,atalaya,tahuania,NA,NA,NA
348,5.666,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Arequipa,Characato,040104,040105,arequipa,arequipa,arequipa,characato,NA,NA,NA
346,9.415,100,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Cajamarca,Magdalena,060109,060109,cajamarca,cajamarca,cajamarca,magdalena,NA,NA,NA
345,2.757,100,09:46 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cusco,Espinar,Espinar,070801,080801,cusco,cusco,espinar,espinar,NA,NA,NA
344,13.313,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Huancayo,Pucara,110124,120126,junin,junin,huancayo,pucara,NA,NA,NA
341,6.686,94.118,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Amazonas,Condorcanqui,Nieva,010601,010401,amazonas,amazonas,condorcanqui,nieva,NA,NA,NA
341,21.299,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Junin,Ulcumayo,110404,120504,junin,junin,junin,ulcumayo,NA,NA,NA
341,11.115,87.931,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Ayabaca,Frias,190202,200202,piura,piura,ayabaca,frias,NA,NA,NA
340,28.936,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Santa,Macate,021303,021804,ancash,ancash,santa,macate,NA,NA,NA
340,9.556,100,20:52 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Chupaca,Ahuac,110902,120902,junin,junin,chupaca,ahuac,NA,NA,NA
337,27.465,94.118,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Pasco,Oxapampa,Pozuzo,180306,190305,pasco,pasco,oxapampa,pozuzo,NA,NA,NA
335,29.911,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,San Miguel,Union Agua Blanca,061010,061113,cajamarca,cajamarca,san miguel,union agua blanca,NA,NA,NA
335,23.151,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Canta,Canta,140301,150401,lima-provincias,lima-provincias,canta,canta,NA,NA,NA
331,10.924,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Mariscal Caceres,Campanilla,210402,220602,san-martin,san-martin,mariscal caceres,campanilla,NA,NA,NA
330,14.595,95.455,21:55 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Huancabamba,Canchaque,190302,200302,piura,piura,huancabamba,canchaque,NA,NA,NA
329,8.823,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Yauli,Santa Rosa De Sacco,110610,120808,junin,junin,yauli,santa rosa de sacco,NA,NA,NA
329,14.78,100,19:25 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Piura,Morropon,Santo Domingo,190407,200409,piura,piura,morropon,santo domingo,NA,NA,NA
329,12.625,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Bellavista,Bajo Biavo,210706,220203,san-martin,san-martin,bellavista,bajo biavo,NA,NA,NA
329,22.366,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Tumbes,Zarumilla,Matapalo,230302,240303,tumbes,tumbes,zarumilla,matapalo,NA,NA,NA
328,23.82,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Picota,Tingo De Ponasa,210908,220709,san-martin,san-martin,picota,tingo de ponasa,NA,NA,NA
327,9.894,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Santa Cruz,Santa Cruz,060901,061301,cajamarca,cajamarca,santa cruz,santa cruz,NA,NA,NA
326,15.107,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Bolognesi,Huallanca,020325,020508,ancash,ancash,bolognesi,huallanca,NA,NA,NA
325,15.447,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,Bellavista,San Rafael,210702,220206,san-martin,san-martin,bellavista,san rafael,NA,NA,NA
323,26.048,100,09:46 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Cañete,Calango,140402,150503,lima-provincias,lima-provincias,cañete,calango,NA,NA,NA
321,11.572,100,13:18 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ayacucho,Huamanga,Quinua,050105,050108,ayacucho,ayacucho,huamanga,quinua,NA,NA,NA
321,11.737,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ayacucho,Huamanga,Tambillo,050110,050113,ayacucho,ayacucho,huamanga,tambillo,NA,NA,NA
320,12.668,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Apurimac,Chincheros,Ocobamba,030703,030605,apurimac,apurimac,chincheros,ocobamba,NA,NA,NA
320,11.038,100,12:21 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,San Martin,El Dorado,San Martin,211004,220303,san-martin,san-martin,el dorado,san martin,NA,NA,NA
319,7.949,100,19:25 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Callao,Callao,La Punta,240103,070105,callao,callao,callao,la punta,NA,NA,NA
316,31.011,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Ancash,Casma,Comandante Noel,020503,020803,ancash,ancash,casma,comandante noel,NA,NA,NA
316,20.089,100,16:00 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Loreto,Requena,Emilio San Martin,150404,160504,loreto,loreto,requena,emilio san martin,NA,NA,NA
314,12.997,100,11:50 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Arequipa,Camana,Jose Maria Quimper,040302,040202,arequipa,arequipa,camana,jose maria quimper,NA,NA,NA
313,16.535,100,16:44 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,Chota,Llama,060610,060411,cajamarca,cajamarca,chota,llama,NA,NA,NA
312,23.371,100,10:43 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Junin,Jauja,Sincos,110328,120431,junin,junin,jauja,sincos,NA,NA,NA
309,7.317,100,11:20 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Cajamarca,San Pablo,San Pablo,061301,061201,cajamarca,cajamarca,san pablo,san pablo,NA,NA,NA
308,40.209,100,18:57 h - 12/04/2021,Keiko Fujimori,Fuerza Popular,Lima-Provincias,Huarochiri,San Mateo De Otao,140622,150723,lima-provincias,lima-provincias,huarochiri,san mateo de otao,NA,NA,NA
